venue_wikidata_id,venue_name,venue_type,destination_wikidata_id,destination_name,lat,lon
Q129985892,False Bay Nature Reserve,nature reserve,Q5465,Cape Town,-34.073055555556,18.516666666667
Q828404,Yoho National Park,national park,Q16,Canada,51.3953,-116.487
Q771612,Aulavik National Park,national park,Q16,Canada,73.7003,-119.919
Q1765404,Bonheur River Kame Provincial Nature Reserve,nature reserve,Q16,Canada,49.3994,-91.2336
Q129910892,Zeekoevlei Nature Reserve,nature reserve,Q5465,Cape Town,-34.054722222222,18.520277777778
Q738582,Kluane National Park and Reserve,national park,Q16,Canada,61.197583333333,-140.99197222222
Q636823,Thousand Islands National Park,national park,Q16,Canada,44.3525,-75.955
Q991459,Bruce Peninsula National Park,national park,Q16,Canada,45.2389,-81.6142
Q253517,Cape Breton Highlands National Park,national park,Q16,Canada,46.7167,-60.6597
Q862157,Mingan Archipelago National Park Reserve,national park,Q16,Canada,50.2,-63.829166666667
Q503429,Jasper National Park,national park,Q16,Canada,52.8,-117.9
Q1331433,Elk Island National Park,national park,Q16,Canada,53.6144,-112.866
Q1638019,Wapusk National Park,national park,Q16,Canada,57.7739,-93.3714
Q41858,Banff National Park,national park,Q16,Canada,51.166666666667,-115.55
Q152688,Torngat Mountains National Park,national park,Q16,Canada,59.435833333333,-63.696388888889
Q795176,Kejimkujik National Park,national park,Q16,Canada,44.3992,-65.2183
Q112333764,Old Annapolis Road Nature Reserve,nature reserve,Q16,Canada,44.764166666667,-63.9475
Q6817116,Menissawok National Park,national park,Q16,Canada,49.7724,-109.45
Q112333766,Petite Bog Nature Reserve,nature reserve,Q16,Canada,45.140833333333,-63.929722222222
Q3455537,Q3455537,natural region,Q16,Canada,,
Q112333792,Wentworth Lake Nature Reserve,nature reserve,Q16,Canada,44.1825,-65.931944444444
Q112333787,Tiddville Nature Reserve,nature reserve,Q16,Canada,44.415,-66.163055555556
Q112333791,Washabuck River Nature Reserve,nature reserve,Q16,Canada,46.051111111111,-60.853888888889
Q4133141,Sable Island National Park Reserve,national park,Q16,Canada,43.935277777778,-59.906944444444
Q112333780,Sloans Lake Nature Reserve,nature reserve,Q16,Canada,43.976388888889,-65.918888888889
Q112333763,Ohio River Nature Reserve,nature reserve,Q16,Canada,45.529166666667,-62.079722222222
Q112333785,Tait Lake Nature Reserve,nature reserve,Q16,Canada,45.090833333333,-62.740833333333
Q106835675,Goldie Feldman Nature Reserve,nature reserve,Q16,Canada,,
Q112333789,Tupper Lake Nature Reserve,nature reserve,Q16,Canada,44.453888888889,-64.978888888889
Q6991182,Nemiskam National Park,national park,Q16,Canada,49.5392,-111.417
Q112333771,River Inhabitants Nature Reserve,nature reserve,Q16,Canada,45.68,-61.268333333333
Q18167998,Qausuittuq National Park,national park,Q16,Canada,76.124166666667,-101.03111111111
Q112333781,Smith Lake Nature Reserve,nature reserve,Q16,Canada,44.485277777778,-64.843055555556
Q3813458,Living Prairie Museum,nature reserve,Q16,Canada,49.89,-97.27
Q112333770,Rawdon River Nature Reserve,nature reserve,Q16,Canada,44.853055555556,-63.640555555556
Q112333793,West Branch Medway River Nature Reserve,nature reserve,Q16,Canada,44.571388888889,-65.135
Q112333767,Ponhook Lake Nature Reserve,nature reserve,Q16,Canada,44.344166666667,-64.879166666667
Q112333782,South River Nature Reserve,nature reserve,Q16,Canada,45.513888888889,-61.933055555556
Q3457368,Sporting Lake Nature Reserve,nature reserve,Q16,Canada,44.2871,-65.5935
Q112333772,Roman Valley Nature Reserve,nature reserve,Q16,Canada,45.445555555556,-61.687222222222
Q112333706,Aylesford Mountain Nature Reserve,nature reserve,Q16,Canada,45.094444444444,-64.836666666667
Q112333765,Panuke Lake Nature Reserve,nature reserve,Q16,Canada,44.796944444444,-64.104444444444
Q112333714,Black River Bog Nature Reserve,nature reserve,Q16,Canada,46.160833333333,-61.274722222222
Q110388450,Abraham Lake Nature Reserve,nature reserve,Q16,Canada,45.1625,-62.623333333333
Q85775427,La Saline Natural Area,nature reserve,Q16,Canada,57.080833333333,-111.52333333333
Q48767743,Happy Valley Forest,nature reserve,Q16,Canada,43.963888888889,-79.620833333333
Q7975597,Wawaskesy National Park,national park,Q16,Canada,50.476,-110.455
Q112333769,Quinns Meadow Nature Reserve,nature reserve,Q16,Canada,43.664444444444,-65.457777777778
Q112333778,Slade Lake Nature Reserve,nature reserve,Q16,Canada,45.711944444444,-63.921666666667
Q112333790,Tusket River Nature Reserve,nature reserve,Q16,Canada,43.939444444444,-65.894444444445
Q6750159,Manitoba Tall Grass Prairie Preserve,nature reserve,Q16,Canada,49.0855,-96.4306
Q6866500,Minister's Face Nature Preserve,nature reserve,Q16,Canada,45.39805556,-66.02194444
Q4293399,Akami-Uapishkᵘ-KakKasuak-Mealy Mountains National Park Reserve,national park,Q16,Canada,53.4,-59.3667
Q112333774,Seal Cove Nature Reserve,nature reserve,Q16,Canada,45.885555555556,-61.091388888889
Q112333788,Torbrook Nature Reserve,nature reserve,Q16,Canada,44.889444444444,-64.985277777778
Q112333768,Port l'Hebert Nature Reserve,nature reserve,Q16,Canada,43.815833333333,-64.948888888889
Q112333783,Southwest Mabou River Nature Reserve,nature reserve,Q16,Canada,45.966944444444,-61.393888888889
Q112333704,Angevine Lake Nature Reserve,nature reserve,Q16,Canada,45.743888888889,-63.513611111111
Q4095233,Bowen Island National Park Reserve,national park,Q16,Canada,49.38333333,-123.3833333
Q4967813,Brightwater Science and Environmental Centre,nature reserve,Q16,Canada,51.9741,-106.702
Q112333776,Sixth & Coades Lakes Nature Reserve,nature reserve,Q16,Canada,44.128333333333,-65.190277777778
Q112333773,Rush Lake Nature Reserve,nature reserve,Q16,Canada,45.211388888889,-62.480833333333
Q112333784,Spinneys Heath Nature Reserve,nature reserve,Q16,Canada,43.774444444444,-65.816944444445
Q112333775,Seven Falls Nature Reserve,nature reserve,Q16,Canada,46.203888888889,-60.975277777778
Q112333710,Basque Islands Nature Reserve,nature reserve,Q16,Canada,45.58,-60.648888888889
Q112333716,Blandford Nature Reserve,nature reserve,Q16,Canada,44.546111111111,-64.089722222222
Q112333717,Bornish Hill Nature Reserve,nature reserve,Q16,Canada,45.903333333333,-61.281944444444
Q112333786,Tennycape River Nature Reserve,nature reserve,Q16,Canada,45.243611111111,-63.809444444444
Q112333708,Baleine Nature Reserve,nature reserve,Q16,Canada,45.956666666667,-59.843888888889
Q112333711,Bennery Lake Nature Reserve,nature reserve,Q16,Canada,44.888055555556,-63.549444444444
Q112333719,Cedar Lake Nature Reserve,nature reserve,Q16,Canada,44.013611111111,-66.113611111111
Q112333732,Fossil Coast Nature Reserve,nature reserve,Q16,Canada,45.746944444444,-64.415277777778
Q112333751,MacDonalds Pond Nature Reserve,nature reserve,Q16,Canada,45.935833333333,-61.112777777778
Q112333737,Indian Man Lake Nature Reserve,nature reserve,Q16,Canada,45.311388888889,-62.242222222222
Q131192657,Q131192657,nature reserve,Q16,Canada,45.5359934,-73.3309831
Q112333735,Green Island Nature Reserve,nature reserve,Q16,Canada,43.419722222222,-65.676666666667
Q112333754,MacLeod Brook Nature Reserve,nature reserve,Q16,Canada,45.744444444444,-61.170833333333
Q112333758,Mary Harper Nature Reserve,nature reserve,Q16,Canada,46.055555555556,-60.926388888889
Q112333747,Long Lake Nature Reserve,nature reserve,Q16,Canada,44.640833333333,-64.218333333333
Q1648563,Kaliakra,nature reserve,Q219,Bulgaria,43.36126,28.46549
Q112333745,Lake Egmont Nature Reserve,nature reserve,Q16,Canada,44.986944444444,-63.266388888889
Q112333753,MacKay Brook Nature Reserve,nature reserve,Q16,Canada,45.623611111111,-62.954166666667
Q112333759,Masons Mountain Nature Reserve,nature reserve,Q16,Canada,46.254722222222,-61.181666666667
Q112333739,Janvrin Island Nature Reserve,nature reserve,Q16,Canada,45.543055555556,-61.138333333333
Q112333722,Dalhousie Mountain Nature Reserve,nature reserve,Q16,Canada,45.5625,-62.964166666667
Q112333752,MacFarlane Woods Nature Reserve,nature reserve,Q16,Canada,46.014722222222,-61.371944444444
Q115578713,Sedgman Lake Provincial Nature Reserve,nature reserve,Q16,Canada,50.6358333,-87.6966666
Q112333762,Northwest Brook Nature Reserve,nature reserve,Q16,Canada,43.7975,-65.162222222222
Q127315453,Pituamkek National Park Reserve,national park,Q16,Canada,46.61229,-63.787655
Q112333718,Caribou Rivers Nature Reserve,nature reserve,Q16,Canada,45.746388888889,-62.781111111111
Q112333728,Dunraven Bog Nature Reserve,nature reserve,Q16,Canada,44.063333333333,-65.132777777778
Q112333757,Martin Brook Nature Reserve,nature reserve,Q16,Canada,44.105555555556,-65.303611111111
Q112333736,Harrison Woods Nature Reserve,nature reserve,Q16,Canada,45.736944444444,-64.296111111111
Q112333734,Great Barren & Quinan Lakes Nature Reserve,nature reserve,Q16,Canada,43.847222222222,-65.704444444445
Q2904841,Bistrishko Branishte,nature reserve,Q219,Bulgaria,42.561944444444,23.314444444444
Q136479029,Q136479029,nature reserve,Q16,Canada,45.474729869226,-75.650000197786
Q112333725,Dochertys Brook Nature Reserve,nature reserve,Q16,Canada,45.781111111111,-63.620833333333
Q112333727,Duncans Cove Nature Reserve,nature reserve,Q16,Canada,44.503611111111,-63.533611111111
Q112333721,Cowan Brook Nature Reserve,nature reserve,Q16,Canada,44.881111111111,-62.930277777778
Q112333733,Ghost Antler Nature Reserve,nature reserve,Q16,Canada,43.889166666667,-65.310277777778
Q112333750,MacAulays Hill Nature Reserve,nature reserve,Q16,Canada,46.141111111111,-60.659444444444
Q112333756,Margaree Brook Nature Reserve,nature reserve,Q16,Canada,46.29,-61.099166666667
Q112333749,Lyons Marsh Nature Reserve,nature reserve,Q16,Canada,45.4025,-63.758055555556
Q112333741,Johnson Lake Nature Reserve,nature reserve,Q16,Canada,46.183055555556,-60.331111111111
Q112333723,Diligent River Nature Reserve,nature reserve,Q16,Canada,45.395,-64.432777777778
Q112333720,Chimney Corner Nature Reserve,nature reserve,Q16,Canada,46.361666666667,-61.133888888889
Q112333726,Drug Brook Nature Reserve,nature reserve,Q16,Canada,45.402777777778,-62.687777777778
Q122917531,Goose Mountain Ecological Reserve,nature reserve,Q16,Canada,54.76961,-116.19845
Q112333729,Eagles Nest Nature Reserve,nature reserve,Q16,Canada,44.871944444444,-64.027777777778
Q112333730,Economy Point Nature Reserve,nature reserve,Q16,Canada,45.363055555556,-63.8925
Q115578675,Pan Lake Fen Provincial Nature Reserve,nature reserve,Q16,Canada,48.833333,-85.975
Q112333748,Loon Lake Nature Reserve,nature reserve,Q16,Canada,45.280277777778,-61.595555555556
Q112333761,Montrose Nature Reserve,nature reserve,Q16,Canada,45.438888888889,-63.693611111111
Q112333738,Irish Cove Nature Reserve,nature reserve,Q16,Canada,45.804722222222,-60.664722222222
Q112333743,Kennetcook River Nature Reserve,nature reserve,Q16,Canada,45.218055555556,-63.593888888889
Q112333746,Little Beaver Lakes Nature Reserve,nature reserve,Q16,Canada,45.853333333333,-61.015833333333
Q134622342,Letang Island Nature Preserve,nature reserve,Q16,Canada,45.083,-66.798
Q112333731,Eighteen Mile Brook Nature Reserve,nature reserve,Q16,Canada,44.268333333333,-64.931388888889
Q4518121,Tchouprene Biosphere Reserve,nature reserve,Q219,Bulgaria,43.517,22.667
Q112333755,MacRitchies Brook Nature Reserve,nature reserve,Q16,Canada,45.930555555556,-61.045
Q20500494,Q20500494,nature reserve,Q219,Bulgaria,41.785497,25.180319
Q12292545,Ropotamo,nature reserve,Q219,Bulgaria,42.3275,27.755555555556
Q20497337,Gornata Koria,nature reserve,Q219,Bulgaria,43.173916666667,23.052138888889
Q7825689,Torfeno Branishte,nature reserve,Q219,Bulgaria,42.5811,23.27
Q20499200,Elenova Gora,nature reserve,Q219,Bulgaria,42.667,25.183
Q20499999,Beli Lom,nature reserve,Q219,Bulgaria,43.644113888889,26.286463888889
Q11687453,Koupena,nature reserve,Q219,Bulgaria,42.006666666667,24.3
Q12299500,Yulen,nature reserve,Q219,Bulgaria,41.754491666667,23.472288888889
Q7936993,Vitanovo Reserve,nature reserve,Q219,Bulgaria,41.9939,27.4247
Q12291895,Q12291895,nature reserve,Q219,Bulgaria,42.417,27.7
Q5478534,Mantaritza Biosphere Reserve,nature reserve,Q219,Bulgaria,41.966666666667,24.033333333333
Q5813917,Doupki-Djindjiritza Biosphere reserve,nature reserve,Q219,Bulgaria,42.021388888889,23.408055555556
Q12283475,Kongura,nature reserve,Q219,Bulgaria,41.3411,23.1949
Q20497718,Rilomanastirska Gora,nature reserve,Q219,Bulgaria,42.133333333333,23.340277777778
Q12293430,Sevеren Dzhendem,nature reserve,Q219,Bulgaria,42.717416666667,24.916944444444
Q12275662,Vrachanski Karst,nature reserve,Q219,Bulgaria,43.172508333333,23.482247222222
Q5639817,Dupkata,nature reserve,Q219,Bulgaria,41.775555555556,24.266666666667
Q12294132,Sokolna,nature reserve,Q219,Bulgaria,42.727111111111,25.055827777778
Q6356472,Kamtchia,nature reserve,Q219,Bulgaria,43.02,27.5
Q8248962,Boatin Biosphere Reserve,nature reserve,Q219,Bulgaria,42.80278,24.26917
Q12297191,Uzunbodzhak Reserve,nature reserve,Q219,Bulgaria,41.976111111111,27.801666666667
Q20498273,Orlitsata,nature reserve,Q219,Bulgaria,42.893394444444,26.525636111111
Q12295048,Stara Reka,nature reserve,Q219,Bulgaria,42.643513888889,24.807152777778
Q12296370,Tisata,nature reserve,Q219,Bulgaria,41.755947222222,23.142355555556
Q7515273,Silkosiya Reserve,nature reserve,Q219,Bulgaria,42.08305556,27.75416667
Q12289933,Parangalitza,nature reserve,Q219,Bulgaria,42.179166666667,23.585277777778
Q20498074,Leshnitsa,nature reserve,Q219,Bulgaria,42.707858333333,25.218686111111
Q12294129,Sokolata,nature reserve,Q219,Bulgaria,41.533163888889,23.102919444444
Q9079796,Steneto Biosphere Reserve,nature reserve,Q219,Bulgaria,42.8,24.666666666667
Q12283502,Konski dol,nature reserve,Q219,Bulgaria,41.58705,24.0279
Q12285979,Q12285979,nature reserve,Q219,Bulgaria,42.179166666667,23.585277777778
Q12299072,Tchervenata stena Biosphere Reserve,nature reserve,Q219,Bulgaria,41.95,24.867
Q12283322,Kozya Stena,nature reserve,Q219,Bulgaria,42.917,24.667
Q12283116,Kitka,nature reserve,Q219,Bulgaria,43.688311111111,25.181994444444
Q12294909,Sredoka,nature reserve,Q219,Bulgaria,42.033,27.517
Q12298873,Tsentralen Rilski Rezervat,nature reserve,Q219,Bulgaria,42.179166666667,23.585277777778
Q12282705,Kastrakliy,nature reserve,Q219,Bulgaria,41.683333333333,24.283333333333
Q12277190,Gorna Topchia,nature reserve,Q219,Bulgaria,42.251025,26.575627777778
Q12296371,Tisovitsa,nature reserve,Q219,Bulgaria,42.1416,27.7021
Q12290096,Peeshti Skali,nature reserve,Q219,Bulgaria,42.765294444444,25.073386111111
Q5319674,Djendema,nature reserve,Q219,Bulgaria,42.783333333333,24.75
Q12275800,Valchi Dol,nature reserve,Q219,Bulgaria,41.6,25.683
Q11710919,Ibar,nature reserve,Q219,Bulgaria,42.1724,23.7115
Q12293857,Skakavitsa,nature reserve,Q219,Bulgaria,42.235,23.305
Q12273044,Beglika,nature reserve,Q219,Bulgaria,41.822430555556,24.129130555556
Q12289305,Orelyak,nature reserve,Q219,Bulgaria,41.5701,23.6125
Q9068219,Tsaritchina Biosphere Reserve,nature reserve,Q219,Bulgaria,42.5,24.3
Q12297102,Q12297102,nature reserve,Q219,Bulgaria,41.683333,23.833333
Q12271645,Alibotoush,nature reserve,Q219,Bulgaria,41.377027777778,23.620666666667
Q20497639,Kutelka,nature reserve,Q219,Bulgaria,42.74,26.35
Q12273994,Bukaka,nature reserve,Q219,Bulgaria,43.2608,26.87
Q3364411,Dzanga-Ndoki National Park,national park,Q929,Central African Republic,2.5,16.1667
Q7943873,Vyanda Forest Nature Reserve,nature reserve,Q967,Burundi,-4.116786,29.588343
Q15260179,Mugamba,natural region,Q967,Burundi,-3.66666667,29.58333333
Q120111220,Réserve de Nkayamba,nature reserve,Q967,Burundi,-3.959,29.427
Q1721928,Q1721928,national park,Q1009,Cameroon,12.2,14.85
Q389707,Kaboré Tambi National Park,national park,Q965,Burkina Faso,11.5335,-1.3226
Q116791828,Bangr Weoogo Park,national park,Q965,Burkina Faso,12.3988117,-1.4878706
Q4930309,Kep National Park,national park,Q424,Cambodia,10.50614988,104.30800459
Q137756657,O'Yadav National Park,national park,Q424,Cambodia,13.44944,107.4675
Q1929766,Kirirom National Park,national park,Q424,Cambodia,11.31022059,104.05102995
Q3695993,Ruvubu National Park,national park,Q967,Burundi,-3.111,30.373
Q26958727,Archaeological reserve,nature reserve,Q219,Bulgaria,,
Q4930573,Ream National Park,national park,Q424,Cambodia,10.50640943,103.73436445
Q120111098,Monge Forest,nature reserve,Q967,Burundi,,
Q6799652,Mbaéré-Bodingué National Park,national park,Q929,Central African Republic,3.8333333333333,17.166666666667
Q85802366,Southern Cardamom National Park,national park,Q424,Cambodia,11.428598,103.667159
Q7379339,Rumonge Nature Reserve,nature reserve,Q967,Burundi,-4.01667,29.58333
Q895125,Boumba Bek National Park,national park,Q1009,Cameroon,2.2166666666667,15.7
Q24574409,Soskovcheto,nature reserve,Q219,Bulgaria,41.585,24.8
Q3084675,Rusizi National Park,national park,Q967,Burundi,-3.247723,29.230671
Q113632254,Q113632254,nature reserve,Q219,Bulgaria,,
Q894949,Bouba Njida National Park,national park,Q1009,Cameroon,8.6236111111111,14.656666666667
Q787298,Deux Balés National Park,national park,Q965,Burkina Faso,11.66527778,-2.97111111
Q3084668,Kibira National Park,national park,Q967,Burundi,-2.91466389,29.43361111
Q107597112,Q107597112,nature reserve,Q219,Bulgaria,42.247682310821,25.101566790313
Q2235932,Virachey National Park,national park,Q424,Cambodia,14.3257,106.998
Q24629564,Kazanite,nature reserve,Q219,Bulgaria,41.674705555556,24.389819444444
Q21778102,Q21778102,nature reserve,Q219,Bulgaria,44.107777777778,27.071388888889
Q120111221,Gisagara,nature reserve,Q967,Burundi,,
Q20500615,Tsarnata Reka,nature reserve,Q219,Bulgaria,42.157980555556,22.572538888889
Q1647398,Q1647398,national park,Q1009,Cameroon,10.95555556,13.92555556
Q1544357,Nki National Park,national park,Q1009,Cameroon,2.4166666666667,14.416666666667
Q24574601,Kamenshtitsa,nature reserve,Q219,Bulgaria,42.668,25.407
Q510882,Phnom Kulen National Park,national park,Q424,Cambodia,13.6062,104.0957
Q4930319,Preah Monivong National Park,national park,Q424,Cambodia,10.86204693,104.03222455
Q85245319,Q85245319,nature reserve,Q219,Bulgaria,42.738043912297,24.58006431205
Q5001027,Bururi Forest Nature Reserve,nature reserve,Q967,Burundi,-3.938889,29.597222
Q21331018,Rusizi,nature reserve,Q967,Burundi,-3.25,29.25
Q20500775,Byala Krava,nature reserve,Q219,Bulgaria,42.817919444444,26.029852777778
Q113840271,Bangr Weogo Park,national park,Q965,Burkina Faso,12.388092274476,-1.4936888075045
Q937596,Andre Felix National Park,national park,Q929,Central African Republic,9.4408333333333,23.343888888889
Q726863,W National Park,national park,Q965,Burkina Faso,12.350047268473,2.3549837832074
Q503835,Manovo-Gounda St. Floris National Park,national park,Q929,Central African Republic,8.5,21.5
Q1885849,Bamingui-Bangoran National Park and Biosphere Reserve,national park,Q929,Central African Republic,8.3486111111111,19.502777777778
Q4350416,Botum Sakor National Park,national park,Q424,Cambodia,11.11553035,103.24969205
Q134033352,Karandila,nature reserve,Q219,Bulgaria,42.697222222222,26.302777777778
Q21774231,Q21774231,national park,Q965,Burkina Faso,11.583333333333,1.4666666666667
Q21331566,Kigwena Natural Reserve,nature reserve,Q967,Burundi,-4.0833333333333,29.55
Q1751924,Waza National Park,national park,Q1009,Cameroon,11.2667,14.4167
Q1573021,Mbéré Valley National Park,national park,Q1009,Cameroon,6.99444444,14.79611111
Q1784847,Korup National Park,national park,Q1009,Cameroon,5.09333333,8.84111111
Q20499626,Milka,nature reserve,Q219,Bulgaria,43.692375,25.190697222222
Q14206428,Rwihinda Lake Natural Reserve,nature reserve,Q967,Burundi,-2.55,30.066666666667
Q66155311,W National Park of Burkina Faso,national park,Q965,Burkina Faso,11.9,2.161667
Q918211,Mbam Djerem National Park,national park,Q1009,Cameroon,5.83333333,12.75
Q1251334,Douala-Edéa National Park,national park,Q1009,Cameroon,3.5,9.8333
Q26266820,Mpem and Djim National Park,national park,Q1009,Cameroon,5.164088,11.732701
Q1031366,Campo Ma'an National Park,national park,Q1009,Cameroon,2.3452888888889,9.9912305555556
Q23681074,Deng Deng National Park,national park,Q1009,Cameroon,5.35079,13.44177
Q23681054,Pangar Djerem Reserve,nature reserve,Q1009,Cameroon,5.82463,13.26822
Q1019469,Bénoué National Park,national park,Q1009,Cameroon,8.33333333,13.83333333
Q25378334,Q25378334,national park,Q1009,Cameroon,4.616667,8.716667
Q54854445,Mefou National Park,national park,Q1009,Cameroon,3.96,11.93
Q109314710,Kalamaloué National Park,national park,Q1009,Cameroon,12.135561392537,14.880869816197
Q56489196,Mount Cameroon National Park,national park,Q1009,Cameroon,4.2166666666667,9.1725
Q1815584,Lobéké National Park,national park,Q1009,Cameroon,2.25,15.75
Q4849511,Bakossi National Park,national park,Q1009,Cameroon,5.049907,9.567719
Q522250,Takamanda National Park,national park,Q1009,Cameroon,6.16666667,9.33333333
Q38298790,Q38298790,nature reserve,Q1009,Cameroon,5.817,10.083
Q1397016,Faro National Park,national park,Q1009,Cameroon,8.1666666666667,12.666666666667
Q23681045,Banyang Mbo Protected Area,nature reserve,Q1009,Cameroon,5.33863,9.65641
Q5464130,Fogo National Park,national park,Q1011,Cape Verde,14.958072222222,-24.364655555556
Q125381487,Manyange na Elombo-Campo Marine National Park,national park,Q1009,Cameroon,,
Q6741205,Malalcahuello-Nalcas,nature reserve,Q298,Chile,-38.35,-71.55
Q901646,Torres del Paine National Park,national park,Q298,Chile,-50.98305556,-72.96638889
Q606749,Villarrica National Park,national park,Q298,Chile,-39.4931,-71.7168
Q6106162,Nonguén National Park,national park,Q298,Chile,-36.8979966,-72.9836764
Q634183,Puyehue National Park,national park,Q298,Chile,-40.64888889,-72.08444444
Q680312,Conguillío National Park,national park,Q298,Chile,-38.66666667,-71.65
Q763180,Vicente Pérez Rosales National Park,national park,Q298,Chile,-41.172222222222,-72.448888888889
Q1702747,Nevado Tres Cruces National Park,national park,Q298,Chile,-27.056095,-69.0923078
Q1702789,Las Palmas de Cocalán National Park,national park,Q298,Chile,-34.19404,-71.0965
Q6121607,Yerba Loca Nature Sanctuary,nature reserve,Q298,Chile,-33.3333,-70.3
Q5510463,Futaleufú National Reserve,nature reserve,Q298,Chile,-43.256206,-71.834106
Q1703007,Llanos de Challe National Park,national park,Q298,Chile,-28.16666667,-71.0
Q935435,Lauca National Park,national park,Q298,Chile,-18.244444,-69.353889
Q1703052,Laguna San Rafael National Park,national park,Q298,Chile,-47.0,-74.0
Q1124254,Huerquehue National Park,national park,Q298,Chile,-39.138611,-71.666389
Q15241259,Lago Las Torres National Reserve,nature reserve,Q298,Chile,-44.8,-72.2
Q6492692,Las Vertientes – Reserva Natural Privada,nature reserve,Q298,Chile,-41.33166667,-73.66027778
Q1703011,Queulat National Park,national park,Q298,Chile,-44.4045,-72.4035
Q2900871,Corcovado National Park,national park,Q298,Chile,-43.41666667,-72.71666667
Q1306110,La Campana National Park,national park,Q298,Chile,-32.966666666667,-71.083333333333
Q284749,Kawésqar National Park,national park,Q298,Chile,-51.85,-74.32
Q1763364,Rapa Nui National Park,national park,Q298,Chile,-27.072877,-109.348579
Q1702881,Hornopirén National Park,national park,Q298,Chile,-41.916666666667,-72.266666666667
Q15241255,Lago Cochrane National Reserve,nature reserve,Q298,Chile,-47.178,-72.525
Q6472252,Lago Palena National Reserve,nature reserve,Q298,Chile,-43.908615091571,-71.825586306993
Q7386244,Río Clarillo National Park,national park,Q298,Chile,-33.76666667,-70.45
Q1702795,Tolhuaca National Park,national park,Q298,Chile,-38.2032,-71.8275
Q1702870,Bosque Fray Jorge National Park,national park,Q298,Chile,-30.6625,-71.682777777778
Q1236744,Pan de Azúcar National Park,national park,Q298,Chile,-26.14972222,-70.65055556
Q110063115,West Ridge Nature Preserve,nature reserve,Q1297,Chicago,,
Q6682508,Los Bellotos del Melado National Reserve,nature reserve,Q298,Chile,-35.858,-71.105
Q1702917,Nahuelbuta National Park,national park,Q298,Chile,-37.78333333,-72.98333333
Q2900289,Radal Siete Tazas National Park,national park,Q298,Chile,-35.4588,-71.0306
Q1367137,Pali-Aike National Park,national park,Q298,Chile,-52.1,-69.7333
Q124156654,Montrose Beach Dunes Natural Area,natural region,Q1297,Chicago,41.96501,-87.63342
Q7835551,Trapananda National Reserve,nature reserve,Q298,Chile,,
Q338542,Cabo de Hornos National Park,national park,Q298,Chile,-55.833,-67.433
Q3705943,Pacific desert,natural region,Q298,Chile,,
Q1759349,Alberto de Agostini National Park,national park,Q298,Chile,-54.749061111111,-70.439669444444
Q5041779,Carlos Anwandter Nature Sanctuary,nature reserve,Q298,Chile,-39.683333333333,-73.183333333333
Q3738207,Cerro Castillo National Park,national park,Q298,Chile,-46.05,-72.18333333
Q1702858,Bernardo O'Higgins National Park,national park,Q298,Chile,-50.0,-74.0
Q1702892,Chiloé National Park,national park,Q298,Chile,-42.5129,-74.0341
Q1702865,Archipiélago de Juan Fernández National Park,national park,Q298,Chile,-33.7297,-79.8692
Q1702897,Guamblin Island,national park,Q298,Chile,-44.85,-75.08
Q1702889,Llullaillaco National Park,national park,Q298,Chile,-24.71666667,-68.61666667
Q1651325,Isla Magdalena National Park,national park,Q298,Chile,-44.66666667,-73.13333333
Q4344485,Norte Chico,natural region,Q298,Chile,,
Q1702923,Alerce Andino National Park,national park,Q298,Chile,-41.57795,-72.54414
Q1702875,Volcán Isluga National Park,national park,Q298,Chile,-19.15000001,-68.83333334
Q7683828,Tantauco Park,nature reserve,Q298,Chile,-43.2126,-74.1925
Q3364536,La Paya Natural National Park,national park,Q739,Colombia,0.194258,-75.2351
Q3364534,Uramba Bahía Málaga National Natural Park,national park,Q739,Colombia,3.97592,-77.306
Q23660709,Los Hornitos,nature reserve,Q298,Chile,-32.91604,-70.09286
Q339555,Las Hermosas National Natural Park,national park,Q739,Colombia,3.53333333,-75.95
Q21789803,Sena Oura National Park,national park,Q657,Chad,9.09583333,14.59388889
Q1751847,Sumapaz Natural Park,national park,Q739,Colombia,4.41667,-74.1
Q136786720,Q136786720,nature reserve,Q298,Chile,,
Q16945675,Yendegaia National Park project,national park,Q298,Chile,-54.849,-68.8233
Q17019710,Siniaka-Minia National Park,national park,Q657,Chad,10.571668143781,18.072350751312
Q2603196,Chiribiquete National Park,national park,Q739,Colombia,0.700607,-72.8054
Q28163139,Lomas,natural region,Q298,Chile,,
Q23659713,Reserva Nacional Rio Simpson,nature reserve,Q298,Chile,-45.45339,-72.34634
Q127379323,Q127379323,national park,Q298,Chile,-27.5497,-70.5775
Q42898285,Laguna Torca,nature reserve,Q298,Chile,-34.771873,-72.03927
Q111144501,Santiago Glaciers National Park,national park,Q298,Chile,-33.186133209864,-70.083100933978
Q15840609,Q15840609,nature reserve,Q657,Chad,11.15,16.15
Q2053999,Utría National Natural Park,national park,Q739,Colombia,6.003,-77.242
Q3364549,Cordillera de los Picachos National Natural Park,national park,Q739,Colombia,2.76667,-74.65
Q3457319,Q3457319,nature reserve,Q739,Colombia,11.1168,-74.0677
Q16616378,Morro Moreno National Park,national park,Q298,Chile,-23.46444444,-70.56555556
Q16622740,Patagonia National Park,national park,Q298,Chile,-47.118333333333,-72.484722222222
Q1817955,Amacayacu National Park,national park,Q739,Colombia,-3.48333333,-70.2
Q3364541,Paramillo National Natural Park,national park,Q739,Colombia,7.53951,-76.1222
Q925217,El Tuparro National Natural Park,national park,Q739,Colombia,4.97,-68.3
