festival_id,name,festival_type,destination_id,destination_name,start_date,end_date
Q127329467,Buenos Aires Celebra País Vasco 2017,festival occurrence,Q1486,Buenos Aires,,
Q112615440,Anonycon,recurring event,Q40435,Buffalo,,
Q10335626,Natal Fashion Week,recurring event,Q155,Brazil,,
Q545584,Ignis Brunensis,festival,Q14960,Brno,,
Q135840916,lone walk,recurring event,Q100,Boston,,
Q139603935,Nexus,recurring event,Q23154,Bristol,,
Q84533874,13th International Circus Festival of Budapest,festival,Q1781,Budapest,,
Q127329181,Buenos Aires Celebra País Vasco 2014,festival occurrence,Q1486,Buenos Aires,,
Q81610,Mr Gay World,recurring event,Q155,Brazil,,
Q127333532,Buenos Aires Celebra País Vasco 2019,festival occurrence,Q1486,Buenos Aires,,
Q9719362,Agricultural Census of Brazil,recurring event,Q155,Brazil,,
Q101599202,Open House Brno,festival,Q14960,Brno,,
Q10281956,Festival Vale do Café,festival,Q155,Brazil,,
Q16952930,Boston Fashion Week,recurring event,Q100,Boston,,
Q127328811,Buenos Aires Celebra País Vasco,festival,Q1486,Buenos Aires,,
Q5347112,EerieCon,recurring event,Q40435,Buffalo,,
Q127329193,Buenos Aires Celebra País Vasco 2015,festival occurrence,Q1486,Buenos Aires,,
Q137739285,Battle of the Tech Bands,recurring event,Q34932,Brisbane,,
Q9610154,Amazônia Fashion Week,recurring event,Q155,Brazil,,
Q50414249,Open Belgium,recurring event,Q239,Brussels,,
Q127331152,Buenos Aires Celebra País Vasco 2018,festival occurrence,Q1486,Buenos Aires,,
Q3848622,Fórum Internacional Software Livre,recurring event,Q155,Brazil,2000-05-04,
Q9660320,Boi Bumbá Campineiro,festival,Q155,Brazil,,
Q116821891,Budapest Pride Festival 2018,festival,Q1781,Budapest,2018-06-08,2018-07-08
Q1075347,Chlotrudis Awards,festival,Q100,Boston,1995-01-01,
Q127337171,Buenos Aires Celebra País Vasco 2023,festival occurrence,Q1486,Buenos Aires,,
Q5328323,East European Comic Con,recurring event,Q19660,Bucharest,,
Q18243472,Charme,party,Q155,Brazil,,
Q125599959,Buenos Aires Trap,festival,Q1486,Buenos Aires,,
Q4947296,Boskone,recurring event,Q100,Boston,,
Q3617564,Animefest,festival,Q14960,Brno,2004-01-01,
Q10369872,Semana Farroupilha,party,Q155,Brazil,,
Q10283236,Folia de Reis,festival,Q155,Brazil,,
Q63315475,Museum Night Fever,recurring event,Q240,Brussels-Capital Region,,
Q10281999,Festival de Quadrilhas Juninas do Nordeste,festival,Q155,Brazil,,
Q6381503,Meus Prêmios Nick,recurring event,Q155,Brazil,2000-01-01,2021-01-01
Q16498285,Bienal de Música Brasileira Contemporânea,festival,Q155,Brazil,,
Q10281997,Festival de Música de Santa Catarina,festival,Q155,Brazil,,
Q45021690,Biennial of Animation Bratislava,festival,Q1780,Bratislava,,
Q10281801,Feast of the Eternal Father,recurring event,Q155,Brazil,,
Q8048120,Yamurikuma,festival,Q155,Brazil,,
Q130531831,Evenings of New Music,recurring event,Q1780,Bratislava,,
Q10282001,Festival de Teatro de Curitiba,festival,Q155,Brazil,,
Q5445654,Festa do Peão de Boiadeiro,festival,Q155,Brazil,,
Q127329387,Buenos Aires Celebra País Vasco 2016,festival occurrence,Q1486,Buenos Aires,,
Q127334784,Buenos Aires Celebra País Vasco 2020,festival occurrence,Q1486,Buenos Aires,,
Q1133236,FLISOL,recurring event,Q155,Brazil,,
Q16829590,Dia dos Namorados,recurring event,Q155,Brazil,,
Q65089389,Slapstick Festival,festival,Q23154,Bristol,,
Q10281732,Angra International Theater Party,recurring event,Q155,Brazil,,
Q10281793,Festa do Bonfim,recurring event,Q155,Brazil,,
Q112080326,Bristol-Con,recurring event,Q23154,Bristol,,
Q17995332,Liberdade street market,recurring event,Q155,Brazil,,
Q130385162,Hope Happening,festival,Q240,Brussels-Capital Region,,
Q782793,OTI Festival 1973,festival occurrence,Q155,Brazil,,
Q70751104,Festival KOMA,festival,Q14960,Brno,2014-01-01,2024-01-01
Q7211012,Baile da Ilha Fiscal,party,Q155,Brazil,,
Q10264164,Dança dos Mascarados,recurring event,Q155,Brazil,,
Q127336311,Buenos Aires Celebra País Vasco 2022,festival occurrence,Q1486,Buenos Aires,,
Q746947,Quarup,ceremony,Q155,Brazil,,
Q19708219,Festival Promessas 2011,festival occurrence,Q155,Brazil,,
Q4790906,Arisia,recurring event,Q100,Boston,,
Q116821893,Budapest Pride Festival 2020,festival,Q1781,Budapest,2020-08-14,2020-08-23
Q55605278,Beton Fest,recurring event,Q225,Bosnia and Herzegovina,,
Q21020252,Fourth Centennial of the City of São Paulo,festival,Q155,Brazil,1954-07-09,1954-07-11
Q54864384,IV Centenário do Descobrimento do Brasil,party,Q155,Brazil,,
Q138817866,South Summit Brazil 2024,recurring event,Q155,Brazil,2024-03-20,2024-03-22
Q86740825,Lambe Sujo,recurring event,Q155,Brazil,,
Q138808532,South Summit Brazil 2026,recurring event,Q155,Brazil,2026-03-25,2026-03-27
Q132652860,Todo Mundo no Rio,recurring event,Q155,Brazil,,
Q4875387,Baščaršija Nights,festival,Q225,Bosnia and Herzegovina,,
Q30939126,Festividade de São Sebastião,party,Q155,Brazil,,
Q61846485,ExpoZebu,recurring event,Q155,Brazil,,
Q62595089,CryptoRave,recurring event,Q155,Brazil,,
Q59958557,Green Valley,discothèque,Q155,Brazil,,
Q56351611,"Brazilian presidential election debates, 2018",recurring event,Q155,Brazil,,
Q42387577,Festival Contato,festival,Q155,Brazil,,
Q138818063,South Summit Brazil 2023,recurring event,Q155,Brazil,2023-03-29,2023-03-31
Q114866361,"LGBT pride in Salvador, Bahia",recurring event,Q155,Brazil,,
Q7422993,Sarajevo Winter Festival,festival,Q225,Bosnia and Herzegovina,,
Q133805362,2023 School Census,recurring event,Q155,Brazil,,
Q61791944,Wikidata Lab,recurring event,Q155,Brazil,,
Q16115980,Mladifest,festival,Q225,Bosnia and Herzegovina,,
Q55632569,Sarajevo Street Art Festival,recurring event,Q225,Bosnia and Herzegovina,,
Q114347478,glitch.art.br,recurring event,Q155,Brazil,,
Q55075152,Pop Art Festival,recurring event,Q225,Bosnia and Herzegovina,,
Q7295277,Rastok,recurring event,Q225,Bosnia and Herzegovina,,
Q111738409,Festa das Neves,festival,Q155,Brazil,,
Q105979888,WikiConvida,recurring event,Q155,Brazil,,
Q107285736,census in Brunei,recurring event,Q921,Brunei,,
Q138797787,Interform,recurring event,Q155,Brazil,,
Q90052538,Campanha da Fraternidade 1973,festival occurrence,Q155,Brazil,,
Q128108280,Noites do Terror,recurring event,Q155,Brazil,,
Q106188930,Arab Community Day in Brazil,recurring event,Q155,Brazil,,
Q96622031,Wiki Loves Folklore,recurring event,Q155,Brazil,,
Q48878067,UFSCtock,festival,Q155,Brazil,,
Q55630076,PitchWise Festival,recurring event,Q225,Bosnia and Herzegovina,,
Q124466550,Anime Summit,recurring event,Q155,Brazil,,
Q55637261,WARM Festival,recurring event,Q225,Bosnia and Herzegovina,,
Q125465900,Festa de São Benedito (Cuiabá),recurring event,Q155,Brazil,,
Q63803041,Festa do Trabalhador,party,Q155,Brazil,,
Q28679584,"Brazilian presidential election debates, 2014",recurring event,Q155,Brazil,,
Q115626612,Lavagem da Esquina do Padre,party,Q155,Brazil,1988-02-06,
Q138820727,Wikipedia 25 Party,party,Q239,Brussels,,
Q125395092,WikiCon Brasil 2025,recurring event,Q155,Brazil,2025-07-19,2025-07-20
Q105730568,Wiki Loves Monuments in Brazil,recurring event,Q155,Brazil,,
Q110685305,"Ceremony of presentation of credential letters from Foreign Ambassadors to Jair Bolsonaro, February 2021",ceremony,Q155,Brazil,,
Q123692553,Romaria da Penha,recurring event,Q155,Brazil,,
Q55614515,InterDance Fest,recurring event,Q225,Bosnia and Herzegovina,,
Q55630247,Pop-Up! Sarajevo,recurring event,Q225,Bosnia and Herzegovina,,
Q138809030,South Summit Brazil 2025,recurring event,Q155,Brazil,2025-04-09,2025-04-11
Q108262539,Tudum Festival,recurring event,Q155,Brazil,,
Q115048266,"Brazilian presidential election debates, 2022",recurring event,Q155,Brazil,,
Q55607852,Coffee Fest Sarajevo,recurring event,Q225,Bosnia and Herzegovina,,
Q66315607,Desfile de Afoxés,festival,Q155,Brazil,,
Q126959025,Wiki Loves Earth Brazil 2024,recurring event,Q155,Brazil,,
Q26265418,Wiki Loves the Olympics,recurring event,Q155,Brazil,,
Q138808531,South Summit Brazil,recurring event,Q155,Brazil,,
Q106559996,Conexão Vivo Belo Horizonte,festival,Q155,Brazil,,
Q42402171,MESS: International Theater Festival,festival,Q225,Bosnia and Herzegovina,,
Q61000339,Primavera dos Museus,recurring event,Q155,Brazil,,
Q28677197,Festival Latinidades,recurring event,Q155,Brazil,,
Q112225305,Festa de São Benedito,festival,Q155,Brazil,,
Q105985345,Green Valley,discothèque,Q155,Brazil,,
Q138818254,South Summit Brazil 2022,recurring event,Q155,Brazil,2022-05-04,2022-05-06
Q25419802,Caminhada Noturna,recurring event,Q155,Brazil,,
Q86738652,Festival Mix Brasil de Cultura da Diversidade,festival,Q155,Brazil,,
Q108121534,Cowboy Party of Curaçá,party,Q155,Brazil,,
Q30540488,O.bra,festival,Q155,Brazil,,
Q13090411,Sarajevo Fashion Week,recurring event,Q225,Bosnia and Herzegovina,,
Q113552637,Festa Das Cerejeiras do Parque do Carmo,festival,Q155,Brazil,,
Q55633713,Spiritus Progenitum,recurring event,Q225,Bosnia and Herzegovina,,
Q65129637,Slovo Gorčina,festival,Q225,Bosnia and Herzegovina,,
Q55614320,Ilidža International Children's Folklore Festival,recurring event,Q225,Bosnia and Herzegovina,,
Q63746744,Unicamp de Portas Abertas,recurring event,Q155,Brazil,,
Q114444726,2023 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q19059464,ConCoction,recurring event,Q37320,Cleveland,,
Q6843456,Midwestcon,recurring event,Q43196,Cincinnati,,
Q9081812,Tapati,festival,Q298,Chile,,
Q105398969,Fausto,discothèque,Q298,Chile,,
Q3744009,1961 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q11687544,2009 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q7687705,Taste of Polonia,festival,Q1297,Chicago,,
Q116222290,Las Condes Festival 2023,festival occurrence,Q298,Chile,,
Q6168894,1974 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6757771,Marcon,recurring event,Q16567,Columbus,,
Q19328355,Festival Dichato Vive 2015,festival occurrence,Q298,Chile,,
Q5404784,1976 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q114964373,Chile Architecture Biennial,recurring event,Q298,Chile,,
Q9096441,1997 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,1997-02-13,
Q124102008,Golden Panda Awards,festival,Q30002,Chengdu,,
Q8024867,Windycon,recurring event,Q1297,Chicago,,
Q6168749,1972 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q60850003,J Awards,ceremony,Q3733,Conakry,,
Q2259748,OTI Festival 1978,festival occurrence,Q298,Chile,,
Q1023986,COLOUR Cologne,recurring event,Q365,Cologne,,
Q6168759,1971 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q106957967,Edimotion – Festival for the Art of Film Editing Cologne,festival,Q365,Cologne,,
Q4802690,1981 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,1981-02-18,1981-02-23
Q4802683,1982 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,1982-02-17,1982-02-22
Q16142280,2015 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,2015-02-22,2015-02-27
Q20016913,1963 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q3744008,1960 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,1960-02-21,1960-02-28
Q7057560,Northalsted Market Days,festival,Q1297,Chicago,,
Q6059351,Pampilla Festival,festival,Q298,Chile,,
Q20016917,1968 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168821,2004 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,2004-02-18,2004-02-23
Q6168916,1988 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q51842888,2019 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,2019-02-24,2019-03-01
Q6168769,1973 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5157900,ConCarolinas,recurring event,Q16565,Charlotte,,
Q55610059,DucKon,recurring event,Q1297,Chicago,,
Q24435796,Open House Chicago,festival,Q1297,Chicago,,
Q6168927,1987 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q4618793,2010 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,2010-02-22,2010-02-27
Q6168930,1986 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q110103890,Festival REC,festival,Q298,Chile,,
Q15477144,Festival Viva Dichato,festival,Q298,Chile,,
Q4168006,Festival Dichato Vive 2013,festival occurrence,Q298,Chile,2013-02-02,2013-02-23
Q15043434,2014 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5858775,Santiago International Book Fair,recurring event,Q298,Chile,,
Q4167984,Festival Dichato Vive 2012,festival occurrence,Q298,Chile,,
Q28501465,2017 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168790,1970 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168936,1985 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q123034336,2024 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5861340,Festival del Huaso de Olmué,recurring event,Q298,Chile,,
Q6168940,1984 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q67131205,2020 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,2020-02-23,2020-02-28
Q14686742,NerdaCon,recurring event,Q16567,Columbus,,
Q81709125,Festival de Autores de Santiago,recurring event,Q298,Chile,2018-10-01,
Q6168799,2001 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168796,2002 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168948,1992 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q20019058,1964 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q7679967,Tall Stacks,festival,Q43196,Cincinnati,,
Q6168953,1991 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5815860,Día del Patrimonio,recurring event,Q298,Chile,,
Q6168958,1993 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168807,2008 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168804,2003 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q20019061,1965 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q134361417,Century of Negro Progress Exhibition,festival,Q1297,Chicago,1963-08-16,1963-09-02
Q6168811,2000 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q139603246,Open Christchurch,festival,Q79990,Christchurch,,
Q33111556,2018 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,2018-02-25
Q20019064,1966 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q15519773,Festival Dichato Vive 2014,festival occurrence,Q298,Chile,2014-02-01,2014-02-22
Q20019065,1967 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168814,2007 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5659100,1980 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168819,2005 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168817,2006 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q107359695,Chicago Is a Drag Festival,festival,Q1297,Chicago,,
Q108551189,National Half Century Exposition and Lincoln Jubilee,festival,Q1297,Chicago,1915-08-22,1915-09-16
Q136481281,FESTA,festival,Q79990,Christchurch,,
Q125491365,Ch.ACO,recurring event,Q298,Chile,,
Q111282776,Festival International des Textiles Extra ordinaires,festival,Q42168,Clermont-Ferrand,,
Q22080139,Vijay Television Awards,recurring event,Q1352,Chennai,,
Q3115407,Grant Park Music Festival,recurring event,Q1297,Chicago,,
Q6168984,1996 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5095554,Chicago Comic & Entertainment Expo,recurring event,Q1297,Chicago,,
Q6168990,1995 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q4473910,2011 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,2011-02-21,2011-02-26
Q6168993,1994 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5861105,Festival Primavera Fauna,festival,Q298,Chile,,
Q5036248,Capricon,recurring event,Q1297,Chicago,,
Q6168828,1999 Viña del pico International Song Festival,festival occurrence,Q298,Chile,,
Q5576680,1990 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168997,1989 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q11092978,1998 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q131347051,Gerewol Festival,festival,Q657,Chad,,
Q21002516,2016 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q9096417,1978 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q108764273,Wiki Loves Monuments in Chile,recurring event,Q298,Chile,,
Q115942710,Prix Hadiatou Sow du journalisme,ceremony,Q3733,Conakry,,
Q106632483,Conakry capital mondial du livre,recurring event,Q3733,Conakry,2017-04-23,2018-04-22
Q20019074,1969 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,1969-01-28
Q6169012,1979 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6374325,2013 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168865,1977 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q4199911,Ilmensky festival,festival,Q906,Chelyabinsk,,
Q7144161,Patagonian International Marathon,recurring event,Q298,Chile,,
Q81610,Mr Gay World,recurring event,Q298,Chile,,
Q6356511,1983 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q20016878,1962 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q4473919,2012 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q6168882,1975 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q5270148,fiesta de la tirana,festival,Q298,Chile,,
Q54912534,Festival Internacional De Teatro Santiago A Mil,festival,Q298,Chile,,
Q139823010,Kodomma,festival,Q657,Chad,,
Q126184062,La Furia del Libro,recurring event,Q298,Chile,,
Q108326238,Wiki Loves Monuments in Colombia,recurring event,Q739,Colombia,,
Q16976237,Louder Than a Bomb,festival,Q1297,Chicago,2001-01-01,
Q135317660,Encuentro Colombiano de Combinatoria (ECCO),recurring event,Q739,Colombia,,
Q16567572,World Day of Laziness,festival,Q739,Colombia,,
Q130449694,VI Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q739,Colombia,2024-10-16,2024-10-17
Q96622031,Wiki Loves Folklore,recurring event,Q657,Chad,,
Q5421470,ExpoAsoinducals,recurring event,Q739,Colombia,2008-01-01,
Q137033966,Vallenato Legend Festival 1968,festival occurrence,Q739,Colombia,1968-04-27,1968-04-30
Q6050049,Boyacá International Cultural Festival,festival,Q739,Colombia,,
Q580654,Festival of the Flowers,festival,Q739,Colombia,,
Q6135496,Summerland,festival,Q739,Colombia,,
Q126957591,2025 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q3694370,Corraleja,recurring event,Q739,Colombia,,
Q133284716,2026 Viña del Mar International Song Festival,festival occurrence,Q298,Chile,,
Q131227847,Handwoven Festival,festival,Q739,Colombia,,
Q24075477,Festival Estéreo Picnic,festival,Q739,Colombia,,
Q131275633,Popular al Parque,festival,Q739,Colombia,,
Q6051033,International Image Festival,recurring event,Q739,Colombia,,
Q7318795,Revolutionary Independent Labour Movement,party,Q739,Colombia,,
Q1133236,FLISOL,recurring event,Q739,Colombia,,
Q5445813,Festival of the Laurels,festival,Q739,Colombia,,
Q5861134,Festival de Ancón,festival,Q739,Colombia,,
Q5445820,Festival y Reinado Nacional del Carbón,festival,Q739,Colombia,,
Q5180480,Cradle of Accordions Festival,festival,Q739,Colombia,,
Q2613047,Eurovision Young Musicians 1986,festival occurrence,Q35,Denmark,,1986-05-27
Q124539982,Copenhagen Light Festival,festival,Q35,Denmark,,
Q61677252,Nadsat,discothèque,Q35,Denmark,,
Q7857911,Twicon,recurring event,Q16557,Dallas,,
Q12333811,Roskilde Festival 2003,festival occurrence,Q35,Denmark,2003-06-26,2003-07-03
Q66588073,LiteratureXchange,recurring event,Q35,Denmark,,
Q110217976,Enter Art Fair,recurring event,Q35,Denmark,,
Q108816208,Roskilde Festival 2016,festival occurrence,Q35,Denmark,2016-06-25,2016-07-03
Q7369009,Roskilde Festival 2009,festival occurrence,Q35,Denmark,2009-07-02,2009-07-05
Q108816702,Roskilde Festival 1994,festival occurrence,Q35,Denmark,1994-06-30,1994-07-03
Q10459001,Copenhagen Irish Festival,festival,Q1748,Copenhagen,,
Q258417,Aarhus Festuge,festival,Q35,Denmark,,
Q10459001,Copenhagen Irish Festival,festival,Q35,Denmark,,
Q21065149,Dansk Melodi Grand Prix 2016,festival occurrence,Q35,Denmark,,2016-02-13
Q25038242,Moesgård Viking Moot,recurring event,Q35,Denmark,,
Q21762313,Danmarks Hurtigste Bil,festival,Q35,Denmark,,
Q12322858,Krimimessen,recurring event,Q35,Denmark,,
Q12333805,Roskilde Festival 1978,festival occurrence,Q35,Denmark,1978-06-30,1978-07-02
Q111442284,Myths and Legends,recurring event,Q16554,Denver,,
Q57408666,Dansk Melodi Grand Prix 2019,festival occurrence,Q35,Denmark,,
Q12333808,Roskilde Festival 2000,festival occurrence,Q35,Denmark,2000-06-29,2000-07-02
Q109554261,Roskilde Festival 2022,festival occurrence,Q35,Denmark,2022-06-25,2022-07-02
Q12333807,Roskilde Festival 1980,festival occurrence,Q35,Denmark,1980-06-27,1980-06-29
Q16324383,Roskilde Festival 1982,festival occurrence,Q35,Denmark,1982-07-02,1982-07-04
Q12333810,Roskilde Festival 2002,festival occurrence,Q35,Denmark,2002-06-23,2002-06-30
Q7369007,Roskilde Festival 2008,festival occurrence,Q35,Denmark,2008-06-29,2008-07-06
Q6485867,Langelandsfestival,festival,Q35,Denmark,,
Q112613033,Anaconism,recurring event,Q16554,Denver,,
Q135116222,Roskilde Festival 2025,festival occurrence,Q35,Denmark,2025-06-28,2025-07-05
Q12333804,Roskilde Festival 1977,festival occurrence,Q35,Denmark,1977-07-01,1977-07-03
Q17482227,Dansk Melodi Grand Prix 2015,festival occurrence,Q35,Denmark,,2015-02-07
Q50471315,Roskilde Festival 2018,festival occurrence,Q35,Denmark,2018-06-30,2018-07-07
Q1069508,World Festival of Black Arts,festival,Q3718,Dakar,,
Q108816621,Roskilde Festival 1986,festival occurrence,Q35,Denmark,1986-07-04,1986-07-06
Q7369005,Roskilde Festival 2006,festival occurrence,Q35,Denmark,2006-06-25,2006-07-02
Q12333806,Roskilde Festival 1979,festival occurrence,Q35,Denmark,1979-06-29,1979-07-01
Q80949,April Fools' Day,recurring event,Q35,Denmark,1564-01-01,
Q131468037,Mobile Summer Workshop,recurring event,Q35,Denmark,,
Q12306687,Copenhagen Pride,festival,Q1748,Copenhagen,,
Q12306687,Copenhagen Pride,festival,Q35,Denmark,,
Q12333803,Roskilde Festival 1975,festival occurrence,Q35,Denmark,1975-06-27,1975-06-29
Q108816617,Roskilde Festival 1983,festival occurrence,Q35,Denmark,1983-07-01,1983-07-03
Q16324382,Roskilde Festival 1981,festival occurrence,Q35,Denmark,1981-07-26,1981-07-28
Q108816623,Roskilde Festival 1988,festival occurrence,Q35,Denmark,1988-06-30,1988-07-03
Q5219679,Danish Air Show,recurring event,Q35,Denmark,,
Q12333802,Roskilde Festival 1976,festival occurrence,Q35,Denmark,1976-07-02,1976-07-04
Q28928997,CIFF,recurring event,Q35,Denmark,,
Q5157911,ConFusion,recurring event,Q12439,Detroit,,
Q18618544,Dallas Allied Arts Exhibition,recurring event,Q16557,Dallas,1928-01-01,
Q7881914,UnCommonCon,recurring event,Q16557,Dallas,,
Q109472952,Wiki Loves Monuments in Denmark,recurring event,Q35,Denmark,,
Q25110850,Copenhagen Architecture Festival x FILM,festival,Q35,Denmark,,
Q12342732,Roskilde Festival 2007,festival occurrence,Q35,Denmark,2007-07-01,2007-07-08
Q12333800,Roskilde Festival 1972,festival occurrence,Q35,Denmark,1972-06-30,1972-07-02
Q12311192,Femølejren,festival,Q35,Denmark,,
Q108816620,Roskilde Festival 1985,festival occurrence,Q35,Denmark,1985-06-28,1985-06-30
Q135116233,Roskilde Festival 2023,festival occurrence,Q35,Denmark,2023-06-24,2023-07-01
Q135987242,Festivélo,festival,Q35,Denmark,2022-07-01,2022-07-02
Q139901480,LeakyCon,recurring event,Q16554,Denver,,
Q108816420,Roskilde Festival 1999,festival occurrence,Q35,Denmark,1999-07-01,1999-07-04
Q81610,Mr Gay World,recurring event,Q213,Czech Republic,,
Q12333812,Roskilde Festival 2004,festival occurrence,Q35,Denmark,2004-06-27,2004-07-04
Q97462547,Dansk Melodi Grand Prix 2017,festival occurrence,Q35,Denmark,,
Q108816622,Roskilde Festival 1987,festival occurrence,Q35,Denmark,1987-07-03,1987-07-05
Q29152581,Dansk Melodi Grand Prix 2018,festival occurrence,Q35,Denmark,,
Q2947200,BogForum,recurring event,Q35,Denmark,,
Q17341772,Græsted Veterantræf,festival,Q35,Denmark,,
Q7369010,Roskilde Festival 2011,festival occurrence,Q35,Denmark,2011-07-01,2011-07-03
Q4727824,All-Con,recurring event,Q16557,Dallas,,
Q108816699,Roskilde Festival 1991,festival occurrence,Q35,Denmark,1991-06-27,1991-06-30
Q5266038,Detroit Triple Fan Fair,recurring event,Q12439,Detroit,,
Q3430342,Roskilde Festival 2010,festival occurrence,Q35,Denmark,2010-07-01,2010-07-04
Q12333798,Roskilde Festival 1971,festival occurrence,Q35,Denmark,1971-06-28,1971-06-29
Q5255323,DemiCon,recurring event,Q39709,Des Moines,,
Q16324385,Roskilde Festival 2014,festival occurrence,Q35,Denmark,2014-06-29,2014-07-06
Q12314109,Golden Days,festival,Q1748,Copenhagen,,
Q12314109,Golden Days,festival,Q35,Denmark,,
Q108816202,Roskilde Festival 2015,festival occurrence,Q35,Denmark,2015-06-27,2015-07-04
Q64569200,Krigshistorisk Festival,festival,Q35,Denmark,,
Q12303802,Blender,discothèque,Q35,Denmark,,
Q56063696,Copenhagen Democracy Summit,recurring event,Q1748,Copenhagen,,
Q112237231,Golden Jubilee of Margrethe II,recurring event,Q35,Denmark,,
Q11998701,Rust,discothèque,Q35,Denmark,,
Q17081230,MileHiCon,recurring event,Q16554,Denver,,
Q12306990,Daddy's Dance Hall,discothèque,Q35,Denmark,,
Q108816698,Roskilde Festival 1990,festival occurrence,Q35,Denmark,1990-06-28,1990-07-01
Q17509342,Aarhus International Jazz Festival,recurring event,Q35,Denmark,,
Q16324384,Roskilde Festival 2013,festival occurrence,Q35,Denmark,2013-07-04,2013-07-07
Q135116239,Roskilde Festival 2024,festival occurrence,Q35,Denmark,2024-06-29,2024-07-06
Q12333801,Roskilde Festival 1974,festival occurrence,Q35,Denmark,1974-06-28,1974-06-30
Q5434248,Fantasticon,recurring event,Q1748,Copenhagen,,
Q5434248,Fantasticon,recurring event,Q35,Denmark,,
Q16991678,Denver Comic Con,recurring event,Q16554,Denver,,
Q64994907,Naturmødet,recurring event,Q35,Denmark,,
Q28167921,Historiske Dage,festival,Q35,Denmark,,
Q3435973,Rebild Festival,festival,Q35,Denmark,,
Q3962454,Skanderborg Festival,festival,Q35,Denmark,,
Q130712684,Fabula,recurring event,Q35,Denmark,,
