destination_id,destination_name,month_number,month_name,avg_temp_celsius,avg_rainfall_mm,avg_humidity
Q85,Cairo,3,March,19.1,0.1,49.1
Q85,Cairo,4,April,24.1,0.0,45.5
Q85,Cairo,5,May,27.2,0.0,37.0
Q85,Cairo,6,June,32.5,0.0,36.2
Q85,Cairo,7,July,32.8,0.0,40.9
Q85,Cairo,8,August,32.1,0.0,43.8
Q85,Cairo,9,September,29.9,0.0,47.3
Q85,Cairo,10,October,24.9,0.0,52.6
Q85,Cairo,11,November,20.3,0.0,56.1
Q85,Cairo,12,December,16.5,0.0,57.5
Q36312,Calgary,1,January,-10.3,0.7,75.0
Q36312,Calgary,2,February,-4.9,0.9,74.5
Q36312,Calgary,3,March,-5.3,1.4,74.0
Q36312,Calgary,4,April,3.9,1.7,59.1
Q36312,Calgary,5,May,8.6,2.7,63.7
Q36312,Calgary,6,June,12.9,3.7,56.9
Q36312,Calgary,7,July,20.1,0.9,56.6
Q36312,Calgary,8,August,16.6,2.4,64.5
Q36312,Calgary,9,September,14.1,1.7,60.7
Q36312,Calgary,10,October,6.5,0.5,59.2
Q36312,Calgary,11,November,-4.8,1.2,75.4
Q36312,Calgary,12,December,-4.1,0.3,79.1
Q424,Cambodia,1,January,27.1,0.0,60.3
Q424,Cambodia,2,February,29.2,0.2,60.2
Q424,Cambodia,3,March,30.7,0.4,58.0
Q424,Cambodia,4,April,32.8,0.1,55.5
Q424,Cambodia,5,May,30.1,7.4,75.0
Q424,Cambodia,6,June,28.9,6.0,78.5
Q424,Cambodia,7,July,27.2,12.6,86.3
Q424,Cambodia,8,August,28.0,8.6,84.2
Q424,Cambodia,9,September,27.2,15.6,87.0
Q424,Cambodia,10,October,26.9,9.8,85.0
Q424,Cambodia,11,November,27.3,3.0,75.6
Q424,Cambodia,12,December,26.4,1.4,67.6
Q350,Cambridge,1,January,4.8,1.9,81.8
Q350,Cambridge,2,February,8.2,3.7,85.4
Q350,Cambridge,3,March,8.3,1.7,80.7
Q350,Cambridge,4,April,9.7,2.7,75.8
Q350,Cambridge,5,May,13.7,2.8,81.5
Q350,Cambridge,6,June,14.9,1.1,71.8
Q350,Cambridge,7,July,17.2,2.5,73.5
Q350,Cambridge,8,August,18.6,1.2,68.2
Q350,Cambridge,9,September,15.0,4.3,78.4
Q350,Cambridge,10,October,11.8,2.7,84.3
Q350,Cambridge,11,November,7.6,1.6,86.5
Q350,Cambridge,12,December,7.4,1.8,86.1
Q1009,Cameroon,1,January,23.3,0.0,49.7
Q1009,Cameroon,2,February,25.6,0.3,53.8
Q1009,Cameroon,3,March,26.1,1.5,72.5
Q1009,Cameroon,4,April,25.0,4.7,81.9
Q1009,Cameroon,5,May,25.2,2.7,82.2
Q1009,Cameroon,6,June,23.7,6.4,84.7
Q1009,Cameroon,7,July,23.4,5.2,83.4
Q1009,Cameroon,8,August,23.4,3.4,81.6
Q1009,Cameroon,9,September,22.8,9.1,88.5
Q1009,Cameroon,10,October,23.0,10.9,88.1
Q1009,Cameroon,11,November,24.1,0.4,68.1
Q1009,Cameroon,12,December,23.4,0.0,53.9
Q16,Canada,1,January,-16.2,0.3,75.7
Q16,Canada,2,February,-9.0,0.3,71.5
Q16,Canada,3,March,-9.1,1.0,67.7
Q16,Canada,4,April,3.6,0.8,64.0
Q16,Canada,5,May,8.3,3.2,71.5
Q16,Canada,6,June,11.9,3.4,72.9
Q16,Canada,7,July,21.0,1.2,68.5
Q16,Canada,8,August,17.5,0.8,71.2
Q16,Canada,9,September,13.9,1.6,74.3
Q16,Canada,10,October,3.8,1.4,75.6
Q16,Canada,11,November,-6.4,0.7,80.1
Q16,Canada,12,December,-12.4,0.8,81.0
Q3114,Canberra,1,January,19.7,3.4,74.5
Q3114,Canberra,2,February,19.8,1.8,72.7
Q3114,Canberra,3,March,18.0,0.7,69.3
Q3114,Canberra,4,April,12.2,1.8,77.4
Q3114,Canberra,5,May,9.2,1.5,81.4
Q3114,Canberra,6,June,5.5,1.7,84.4
Q3114,Canberra,7,July,5.5,1.4,84.2
Q3114,Canberra,8,August,8.3,0.8,81.3
Q3114,Canberra,9,September,10.1,0.9,67.6
Q3114,Canberra,10,October,13.4,0.8,67.5
Q3114,Canberra,11,November,18.8,2.9,63.3
Q3114,Canberra,12,December,20.5,1.9,60.1
Q39984,Cannes,1,January,9.6,2.2,69.6
Q39984,Cannes,2,February,11.0,7.1,75.2
Q39984,Cannes,3,March,12.1,9.3,73.7
Q39984,Cannes,4,April,14.7,1.9,66.8
Q39984,Cannes,5,May,17.4,2.3,72.6
Q39984,Cannes,6,June,21.1,2.3,74.1
Q39984,Cannes,7,July,25.9,0.2,64.1
Q39984,Cannes,8,August,27.2,0.3,62.0
Q39984,Cannes,9,September,20.6,4.9,64.1
Q39984,Cannes,10,October,18.1,8.9,78.5
Q39984,Cannes,11,November,13.3,1.1,70.3
Q39984,Cannes,12,December,9.5,0.3,61.9
Q5465,Cape Town,1,January,22.1,0.1,68.5
Q5465,Cape Town,2,February,21.3,0.4,66.7
Q5465,Cape Town,3,March,19.9,0.8,73.6
Q5465,Cape Town,4,April,17.1,1.3,78.2
Q5465,Cape Town,5,May,15.6,0.7,81.5
Q5465,Cape Town,6,June,14.5,2.5,79.8
Q5465,Cape Town,7,July,12.0,10.2,83.3
Q5465,Cape Town,8,August,12.2,4.5,78.1
Q5465,Cape Town,9,September,13.6,0.9,74.6
Q5465,Cape Town,10,October,17.7,0.4,68.9
Q5465,Cape Town,11,November,18.5,0.5,69.7
Q5465,Cape Town,12,December,19.7,0.9,71.1
Q1011,Cape Verde,1,January,23.4,0.1,73.5
Q1011,Cape Verde,2,February,23.5,0.1,72.5
Q1011,Cape Verde,3,March,22.4,0.0,70.7
Q1011,Cape Verde,4,April,23.2,0.1,73.6
Q1011,Cape Verde,5,May,23.4,0.0,76.3
Q1011,Cape Verde,6,June,23.7,0.1,75.4
Q1011,Cape Verde,7,July,24.6,1.0,81.7
Q1011,Cape Verde,8,August,26.0,2.5,81.3
Q1011,Cape Verde,9,September,26.1,4.9,82.2
Q1011,Cape Verde,10,October,26.3,0.8,79.6
Q1011,Cape Verde,11,November,25.3,0.1,77.2
Q1011,Cape Verde,12,December,24.1,0.0,69.3
Q1533,Caracas,1,January,21.6,1.2,77.2
Q1533,Caracas,2,February,21.8,2.5,78.0
Q1533,Caracas,3,March,22.5,1.6,74.3
Q1533,Caracas,4,April,22.9,5.2,80.0
Q1533,Caracas,5,May,23.8,3.0,78.5
Q1533,Caracas,6,June,23.4,3.0,79.3
Q1533,Caracas,7,July,23.0,2.3,78.7
Q1533,Caracas,8,August,23.2,2.9,76.5
Q1533,Caracas,9,September,23.9,2.8,75.7
Q1533,Caracas,10,October,22.6,4.0,83.8
Q1533,Caracas,11,November,21.8,5.2,87.8
Q1533,Caracas,12,December,21.0,1.7,86.6
Q10690,Cardiff,1,January,5.2,2.8,84.2
Q10690,Cardiff,2,February,8.3,7.3,89.6
Q10690,Cardiff,3,March,8.0,5.2,84.7
Q10690,Cardiff,4,April,9.7,5.0,79.8
Q10690,Cardiff,5,May,13.6,4.1,79.9
Q10690,Cardiff,6,June,14.5,1.6,75.2
Q10690,Cardiff,7,July,16.2,2.9,80.5
Q10690,Cardiff,8,August,16.9,2.6,80.1
Q10690,Cardiff,9,September,14.1,6.5,83.6
Q10690,Cardiff,10,October,12.1,5.2,86.7
Q10690,Cardiff,11,November,8.6,3.5,88.5
Q10690,Cardiff,12,December,7.9,3.3,87.1
Q40881,Carson City,1,January,2.6,1.7,73.9
Q40881,Carson City,2,February,1.3,2.7,75.7
Q40881,Carson City,3,March,3.5,3.8,68.6
Q40881,Carson City,4,April,9.3,0.5,57.7
Q40881,Carson City,5,May,14.9,0.5,39.7
Q40881,Carson City,6,June,22.5,0.1,34.0
Q40881,Carson City,7,July,26.7,0.0,29.0
Q40881,Carson City,8,August,22.4,0.1,35.9
Q40881,Carson City,9,September,19.7,0.5,39.1
Q40881,Carson City,10,October,14.1,0.5,46.5
Q40881,Carson City,11,November,4.3,1.6,61.2
Q40881,Carson City,12,December,3.2,1.6,67.8
Q7903,Casablanca,1,January,15.1,1.1,70.9
Q7903,Casablanca,2,February,15.6,1.3,79.0
Q7903,Casablanca,3,March,15.9,3.2,77.3
Q7903,Casablanca,4,April,18.0,0.5,70.7
Q7903,Casablanca,5,May,18.8,0.3,76.3
Q7903,Casablanca,6,June,21.0,0.6,76.0
Q7903,Casablanca,7,July,23.1,0.0,78.4
Q7903,Casablanca,8,August,23.8,0.2,79.9
Q7903,Casablanca,9,September,22.0,0.2,80.2
Q7903,Casablanca,10,October,20.6,2.0,80.8
Q7903,Casablanca,11,November,19.2,0.8,74.4
Q7903,Casablanca,12,December,15.1,0.5,74.6
Q41699,Castries,1,January,25.9,2.8,74.2
Q41699,Castries,2,February,26.4,1.4,72.1
Q41699,Castries,3,March,26.8,1.4,70.0
Q41699,Castries,4,April,27.6,1.0,68.2
Q41699,Castries,5,May,28.5,0.9,71.2
Q41699,Castries,6,June,28.1,3.4,74.5
Q41699,Castries,7,July,27.7,4.0,77.4
Q41699,Castries,8,August,27.6,3.8,77.7
Q41699,Castries,9,September,27.9,3.4,77.4
Q41699,Castries,10,October,28.6,1.4,71.1
Q41699,Castries,11,November,27.2,4.6,79.0
Q41699,Castries,12,December,26.2,1.8,74.3
Q1903,Catania,1,January,12.2,1.7,71.0
Q1903,Catania,2,February,12.6,2.2,69.8
Q1903,Catania,3,March,14.6,0.5,70.3
Q1903,Catania,4,April,16.7,0.7,63.2
Q1903,Catania,5,May,19.7,1.9,70.2
Q1903,Catania,6,June,25.2,0.0,59.5
Q1903,Catania,7,July,28.8,0.1,53.6
Q1903,Catania,8,August,29.1,0.2,55.8
Q1903,Catania,9,September,24.5,1.8,64.7
Q1903,Catania,10,October,21.4,2.8,70.9
Q1903,Catania,11,November,16.3,3.5,74.5
Q1903,Catania,12,December,12.0,1.0,73.5
Q44401,Cayenne,1,January,26.4,6.9,80.2
Q44401,Cayenne,2,February,26.8,4.3,77.5
Q44401,Cayenne,3,March,27.0,6.0,79.8
Q44401,Cayenne,4,April,26.6,13.9,85.1
Q44401,Cayenne,5,May,26.0,21.9,91.3
Q44401,Cayenne,6,June,25.8,16.2,90.1
Q44401,Cayenne,7,July,25.9,13.4,87.6
Q44401,Cayenne,8,August,26.5,5.4,84.3
Q44401,Cayenne,9,September,27.5,1.8,79.5
Q44401,Cayenne,10,October,27.6,3.9,79.1
Q44401,Cayenne,11,November,26.8,6.2,83.9
Q44401,Cayenne,12,December,25.8,13.9,86.0
Q929,Central African Republic,1,January,26.8,0.0,28.6
Q929,Central African Republic,2,February,30.0,0.0,26.2
Q929,Central African Republic,3,March,30.6,1.7,42.4
Q929,Central African Republic,4,April,28.8,1.6,58.8
Q929,Central African Republic,5,May,28.4,2.1,62.0
Q929,Central African Republic,6,June,25.1,7.1,79.7
Q929,Central African Republic,7,July,24.0,9.2,85.3
Q929,Central African Republic,8,August,23.9,6.6,85.2
Q929,Central African Republic,9,September,24.3,5.4,82.7
Q929,Central African Republic,10,October,24.7,5.3,77.2
Q929,Central African Republic,11,November,25.7,0.1,57.5
Q929,Central African Republic,12,December,26.6,0.0,35.2
Q5823,Ceuta,1,January,15.2,2.4,77.8
Q5823,Ceuta,2,February,15.4,2.8,78.6
Q5823,Ceuta,3,March,15.2,7.8,80.3
Q5823,Ceuta,4,April,17.0,0.8,75.9
Q5823,Ceuta,5,May,18.3,0.5,76.0
Q5823,Ceuta,6,June,20.8,0.9,76.2
Q5823,Ceuta,7,July,23.5,0.0,75.4
Q5823,Ceuta,8,August,24.6,0.3,80.2
Q5823,Ceuta,9,September,21.7,2.6,81.2
Q5823,Ceuta,10,October,19.5,3.3,84.7
Q5823,Ceuta,11,November,17.7,0.9,87.0
Q5823,Ceuta,12,December,15.0,0.5,76.5
Q657,Chad,1,January,21.2,0.0,18.1
Q657,Chad,2,February,24.0,0.0,16.5
Q657,Chad,3,March,30.9,0.0,9.8
Q657,Chad,4,April,33.5,0.0,9.3
Q657,Chad,5,May,35.8,0.0,12.5
Q657,Chad,6,June,35.5,0.0,25.1
Q657,Chad,7,July,31.9,1.1,46.8
Q657,Chad,8,August,26.3,5.4,82.1
Q657,Chad,9,September,29.0,1.5,62.1
Q657,Chad,10,October,30.6,0.0,21.7
Q657,Chad,11,November,23.5,0.0,25.2
Q657,Chad,12,December,21.3,0.0,24.6
Q16565,Charlotte,1,January,5.5,4.2,72.3
Q16565,Charlotte,2,February,8.2,2.1,67.6
Q16565,Charlotte,3,March,12.0,5.0,69.1
Q16565,Charlotte,4,April,16.9,1.9,61.6
Q16565,Charlotte,5,May,21.3,3.0,72.2
Q16565,Charlotte,6,June,25.6,1.0,62.0
Q16565,Charlotte,7,July,26.7,4.3,71.4
Q16565,Charlotte,8,August,24.8,5.4,70.8
Q16565,Charlotte,9,September,21.7,8.2,76.7
Q16565,Charlotte,10,October,16.5,0.1,68.8
Q16565,Charlotte,11,November,12.6,2.4,73.9
Q16565,Charlotte,12,December,6.5,3.2,70.3
Q906,Chelyabinsk,1,January,-16.0,0.8,77.2
Q906,Chelyabinsk,2,February,-12.8,0.8,74.7
Q906,Chelyabinsk,3,March,-3.9,0.5,77.0
Q906,Chelyabinsk,4,April,8.0,1.9,71.1
Q906,Chelyabinsk,5,May,8.8,1.8,59.6
Q906,Chelyabinsk,6,June,19.4,3.9,67.9
Q906,Chelyabinsk,7,July,19.3,6.3,74.0
Q906,Chelyabinsk,8,August,16.0,2.2,77.1
Q906,Chelyabinsk,9,September,12.2,0.8,70.7
Q906,Chelyabinsk,10,October,2.9,1.4,73.3
Q906,Chelyabinsk,11,November,-2.9,0.8,78.5
Q906,Chelyabinsk,12,December,-6.8,0.9,83.7
Q30002,Chengdu,1,January,7.7,0.7,78.0
Q30002,Chengdu,2,February,8.2,0.4,69.1
Q30002,Chengdu,3,March,14.5,1.8,68.4
Q30002,Chengdu,4,April,20.0,3.9,72.9
Q30002,Chengdu,5,May,23.4,2.3,66.6
Q30002,Chengdu,6,June,25.6,1.4,67.6
Q30002,Chengdu,7,July,26.5,9.0,82.8
Q30002,Chengdu,8,August,29.3,2.7,69.0
Q30002,Chengdu,9,September,26.4,7.6,74.3
Q30002,Chengdu,10,October,18.2,2.2,80.2
Q30002,Chengdu,11,November,13.6,0.6,80.8
Q30002,Chengdu,12,December,7.5,0.6,75.9
Q1352,Chennai,1,January,25.6,1.7,76.7
Q1352,Chennai,2,February,26.8,0.2,77.0
Q1352,Chennai,3,March,28.2,0.2,75.3
Q1352,Chennai,4,April,30.3,0.0,76.1
Q1352,Chennai,5,May,31.1,6.1,73.4
Q1352,Chennai,6,June,30.4,5.5,69.7
Q1352,Chennai,7,July,29.8,2.6,67.4
Q1352,Chennai,8,August,28.9,4.7,75.8
Q1352,Chennai,9,September,29.3,4.0,73.2
Q1352,Chennai,10,October,27.6,8.1,81.8
Q1352,Chennai,11,November,26.4,13.2,80.9
Q1352,Chennai,12,December,25.9,6.4,83.2
Q39042,Cheyenne,1,January,-4.6,0.6,61.9
Q39042,Cheyenne,2,February,0.1,0.9,56.2
Q39042,Cheyenne,3,March,2.0,1.3,54.9
Q39042,Cheyenne,4,April,7.2,1.4,47.8
Q39042,Cheyenne,5,May,10.9,1.9,48.0
Q39042,Cheyenne,6,June,20.2,1.6,44.8
Q39042,Cheyenne,7,July,22.2,1.0,34.7
Q39042,Cheyenne,8,August,21.2,1.5,46.3
Q39042,Cheyenne,9,September,18.5,0.5,34.4
Q39042,Cheyenne,10,October,12.2,0.2,39.7
Q39042,Cheyenne,11,November,2.4,0.7,48.8
Q39042,Cheyenne,12,December,2.5,0.1,43.6
Q1297,Chicago,1,January,-3.6,3.5,80.3
Q1297,Chicago,2,February,2.4,0.6,71.6
Q1297,Chicago,3,March,5.3,3.8,71.1
Q1297,Chicago,4,April,10.3,3.7,72.2
Q1297,Chicago,5,May,16.4,3.2,75.3
Q1297,Chicago,6,June,22.4,2.4,67.6
Q1297,Chicago,7,July,22.6,5.5,76.7
Q1297,Chicago,8,August,22.8,2.3,71.3
Q1297,Chicago,9,September,20.4,2.2,68.1
Q1297,Chicago,10,October,14.6,1.7,62.0
Q1297,Chicago,11,November,7.7,3.2,77.9
Q1297,Chicago,12,December,0.0,1.6,76.0
Q298,Chile,1,January,21.2,0.0,54.7
Q298,Chile,2,February,22.0,0.1,57.2
Q298,Chile,3,March,20.6,0.0,52.6
Q298,Chile,4,April,15.9,0.5,59.2
Q298,Chile,5,May,10.0,5.0,67.7
Q298,Chile,6,June,10.9,8.1,71.7
Q298,Chile,7,July,10.6,0.1,63.2
Q298,Chile,8,August,9.6,3.7,74.5
Q298,Chile,9,September,12.9,0.3,70.7
Q298,Chile,10,October,15.3,0.7,73.2
Q298,Chile,11,November,17.9,0.0,54.5
Q298,Chile,12,December,19.0,0.0,55.5
Q21197,Chișinău,1,January,-0.4,2.1,80.4
Q21197,Chișinău,2,February,6.1,0.5,77.9
Q21197,Chișinău,3,March,6.2,2.0,75.0
Q21197,Chișinău,4,April,14.4,1.7,62.6
Q21197,Chișinău,5,May,16.3,0.9,55.6
Q21197,Chișinău,6,June,22.9,2.4,64.0
Q21197,Chișinău,7,July,25.7,1.5,55.4
Q21197,Chișinău,8,August,24.7,0.6,51.8
Q21197,Chișinău,9,September,19.3,3.5,65.4
Q21197,Chișinău,10,October,11.6,1.7,78.5
Q21197,Chișinău,11,November,4.0,1.0,77.5
Q21197,Chișinău,12,December,2.3,1.2,83.8
Q376749,Chittagong,1,January,18.2,0.4,77.8
Q376749,Chittagong,2,February,21.9,0.1,67.3
Q376749,Chittagong,3,March,25.4,0.6,65.7
Q376749,Chittagong,4,April,30.1,1.1,70.5
Q376749,Chittagong,5,May,29.1,8.8,80.4
Q376749,Chittagong,6,June,28.2,10.6,86.0
Q376749,Chittagong,7,July,27.4,10.4,88.1
Q376749,Chittagong,8,August,26.4,27.4,90.9
Q376749,Chittagong,9,September,27.6,15.2,88.7
Q376749,Chittagong,10,October,27.4,3.7,84.9
Q376749,Chittagong,11,November,25.1,0.2,75.4
Q376749,Chittagong,12,December,21.2,0.0,73.0
Q11725,Chongqing,1,January,9.6,1.9,81.5
Q11725,Chongqing,2,February,9.7,0.5,74.9
Q11725,Chongqing,3,March,15.5,1.6,75.5
Q11725,Chongqing,4,April,20.5,10.0,82.1
Q11725,Chongqing,5,May,22.6,6.0,81.1
Q11725,Chongqing,6,June,24.8,5.7,83.3
Q11725,Chongqing,7,July,29.0,7.9,79.0
Q11725,Chongqing,8,August,31.7,1.9,62.0
Q11725,Chongqing,9,September,31.0,2.4,56.1
Q11725,Chongqing,10,October,19.1,4.8,80.4
Q11725,Chongqing,11,November,14.9,3.1,86.7
Q11725,Chongqing,12,December,8.8,1.1,81.2
Q79990,Christchurch,1,January,18.0,1.5,68.1
Q79990,Christchurch,2,February,16.9,1.0,67.9
Q79990,Christchurch,3,March,14.0,1.0,66.1
Q79990,Christchurch,4,April,12.7,0.6,75.1
Q79990,Christchurch,5,May,8.2,1.0,79.0
Q79990,Christchurch,6,June,8.9,1.9,83.4
Q79990,Christchurch,7,July,7.6,1.3,84.0
Q79990,Christchurch,8,August,8.3,2.1,78.8
Q79990,Christchurch,9,September,10.1,1.8,72.9
Q79990,Christchurch,10,October,12.0,2.6,73.3
Q79990,Christchurch,11,November,14.2,1.0,68.7
Q79990,Christchurch,12,December,16.9,2.4,69.5
Q43196,Cincinnati,1,January,-0.5,4.3,73.6
Q43196,Cincinnati,2,February,5.0,1.5,67.8
Q43196,Cincinnati,3,March,8.9,2.6,65.8
Q43196,Cincinnati,4,April,14.0,4.6,68.4
Q43196,Cincinnati,5,May,19.9,3.7,73.6
Q43196,Cincinnati,6,June,23.8,2.0,64.0
Q43196,Cincinnati,7,July,24.5,2.7,69.1
Q43196,Cincinnati,8,August,23.9,2.4,68.0
Q43196,Cincinnati,9,September,21.7,4.5,63.5
Q43196,Cincinnati,10,October,15.0,0.3,65.0
Q43196,Cincinnati,11,November,9.7,4.0,76.3
Q43196,Cincinnati,12,December,3.3,3.9,74.6
Q42168,Clermont-Ferrand,1,January,3.9,1.4,79.7
Q42168,Clermont-Ferrand,2,February,7.0,2.0,80.6
Q42168,Clermont-Ferrand,3,March,8.7,3.4,73.7
Q42168,Clermont-Ferrand,4,April,10.3,2.2,69.2
Q42168,Clermont-Ferrand,5,May,12.9,5.1,77.6
Q42168,Clermont-Ferrand,6,June,16.9,5.4,77.9
Q42168,Clermont-Ferrand,7,July,19.8,2.3,73.5
Q42168,Clermont-Ferrand,8,August,20.4,1.8,70.4
Q42168,Clermont-Ferrand,9,September,14.5,4.4,76.3
Q42168,Clermont-Ferrand,10,October,13.9,2.1,81.1
Q42168,Clermont-Ferrand,11,November,8.5,2.5,83.7
Q42168,Clermont-Ferrand,12,December,4.0,1.8,79.5
Q37320,Cleveland,1,January,-0.8,3.6,79.3
Q37320,Cleveland,2,February,1.5,1.0,76.5
Q37320,Cleveland,3,March,4.4,2.3,75.1
Q37320,Cleveland,4,April,9.6,4.3,75.8
Q37320,Cleveland,5,May,16.1,3.1,77.8
Q37320,Cleveland,6,June,21.0,3.8,75.2
Q37320,Cleveland,7,July,22.8,2.7,76.5
Q37320,Cleveland,8,August,22.2,4.9,78.2
Q37320,Cleveland,9,September,20.2,2.5,76.7
Q37320,Cleveland,10,October,14.6,2.7,70.2
Q37320,Cleveland,11,November,9.2,3.3,75.6
Q37320,Cleveland,12,December,1.8,4.3,81.1
Q100188,Cluj-Napoca,1,January,0.2,0.9,78.4
Q100188,Cluj-Napoca,2,February,6.1,0.8,77.3
Q100188,Cluj-Napoca,3,March,7.6,1.9,76.1
Q100188,Cluj-Napoca,4,April,12.3,1.8,69.3
Q100188,Cluj-Napoca,5,May,15.6,1.6,68.2
Q100188,Cluj-Napoca,6,June,21.2,3.4,72.7
Q100188,Cluj-Napoca,7,July,23.2,1.4,66.5
Q100188,Cluj-Napoca,8,August,23.5,1.7,58.8
Q100188,Cluj-Napoca,9,September,17.7,2.1,64.0
Q100188,Cluj-Napoca,10,October,9.8,0.9,78.0
Q100188,Cluj-Napoca,11,November,2.5,1.3,83.3
Q100188,Cluj-Napoca,12,December,1.2,0.8,87.5
Q365,Cologne,1,January,3.0,2.5,79.7
Q365,Cologne,2,February,8.0,3.7,82.9
Q365,Cologne,3,March,9.1,2.7,76.7
Q365,Cologne,4,April,10.8,3.2,75.2
Q365,Cologne,5,May,15.4,5.0,79.6
Q365,Cologne,6,June,16.6,4.1,75.2
Q365,Cologne,7,July,19.0,2.5,74.4
Q365,Cologne,8,August,20.7,2.3,73.2
Q365,Cologne,9,September,16.4,3.8,77.6
Q365,Cologne,10,October,12.5,3.0,84.7
Q365,Cologne,11,November,7.2,2.4,84.8
Q365,Cologne,12,December,4.7,2.4,86.0
Q739,Colombia,1,January,28.4,0.8,61.1
Q739,Colombia,2,February,27.7,4.7,71.1
Q739,Colombia,3,March,28.2,8.1,73.1
Q739,Colombia,4,April,27.1,11.0,78.8
Q739,Colombia,5,May,26.1,13.6,86.1
Q739,Colombia,6,June,25.6,10.2,84.7
Q739,Colombia,7,July,25.2,5.2,82.6
Q739,Colombia,8,August,25.9,3.4,79.3
Q739,Colombia,9,September,27.1,2.6,76.4
Q739,Colombia,10,October,27.1,5.3,79.1
Q739,Colombia,11,November,26.0,9.4,84.9
Q739,Colombia,12,December,26.3,4.8,79.2
Q35381,Colombo,1,January,26.0,4.5,83.5
Q35381,Colombo,2,February,27.5,1.3,77.1
Q35381,Colombo,3,March,28.0,2.6,77.3
Q35381,Colombo,4,April,28.1,5.9,82.9
Q35381,Colombo,5,May,27.7,21.2,86.3
Q35381,Colombo,6,June,27.0,11.9,85.8
Q35381,Colombo,7,July,27.1,10.2,85.6
Q35381,Colombo,8,August,26.7,10.8,85.1
Q35381,Colombo,9,September,27.0,10.3,84.3
Q35381,Colombo,10,October,26.2,13.2,87.3
Q35381,Colombo,11,November,25.7,11.8,87.8
Q35381,Colombo,12,December,26.6,4.2,80.8
Q38453,Columbia,1,January,7.9,3.4,70.2
Q38453,Columbia,2,February,10.1,2.1,64.6
Q38453,Columbia,3,March,14.5,4.8,67.3
Q38453,Columbia,4,April,18.4,1.2,62.4
Q38453,Columbia,5,May,22.6,2.8,72.9
Q38453,Columbia,6,June,26.5,0.7,64.6
Q38453,Columbia,7,July,27.6,7.1,73.7
Q38453,Columbia,8,August,25.3,6.2,78.7
Q38453,Columbia,9,September,23.3,3.1,76.4
Q38453,Columbia,10,October,18.0,0.0,69.2
Q38453,Columbia,11,November,15.0,3.7,74.7
Q38453,Columbia,12,December,8.8,2.5,70.5
Q16567,Columbus,1,January,-0.6,4.1,72.7
Q16567,Columbus,2,February,3.3,1.3,70.6
Q16567,Columbus,3,March,7.5,2.7,68.2
Q16567,Columbus,4,April,13.1,5.2,67.6
Q16567,Columbus,5,May,19.0,4.2,74.1
Q16567,Columbus,6,June,22.7,2.6,66.3
Q16567,Columbus,7,July,24.0,2.0,68.5
Q16567,Columbus,8,August,23.3,3.2,68.8
Q16567,Columbus,9,September,21.0,3.4,63.9
Q16567,Columbus,10,October,13.8,0.7,67.4
Q16567,Columbus,11,November,8.9,3.0,75.3
Q16567,Columbus,12,December,2.5,3.1,74.4
Q970,Comoros,1,January,23.3,12.9,83.4
Q970,Comoros,2,February,23.9,5.8,84.1
Q970,Comoros,3,March,24.3,4.6,81.3
Q970,Comoros,4,April,24.1,6.0,82.1
Q970,Comoros,5,May,23.4,2.9,74.1
Q970,Comoros,6,June,22.4,0.8,70.4
Q970,Comoros,7,July,21.6,0.3,68.5
Q970,Comoros,8,August,21.4,1.2,70.4
Q970,Comoros,9,September,21.5,1.8,75.5
Q970,Comoros,10,October,22.3,3.1,77.3
Q970,Comoros,11,November,23.3,2.9,78.5
Q970,Comoros,12,December,23.9,3.3,75.5
Q3733,Conakry,1,January,27.5,0.0,75.7
Q3733,Conakry,2,February,27.9,0.0,76.8
Q3733,Conakry,3,March,27.9,0.0,73.9
Q3733,Conakry,4,April,27.7,0.1,73.4
Q3733,Conakry,5,May,28.2,5.7,83.0
Q3733,Conakry,6,June,26.7,9.9,84.8
Q3733,Conakry,7,July,25.3,31.8,88.6
Q3733,Conakry,8,August,25.3,35.3,88.4
Q3733,Conakry,9,September,25.3,29.9,88.8
Q3733,Conakry,10,October,26.0,10.5,87.4
Q3733,Conakry,11,November,27.8,1.7,80.6
Q3733,Conakry,12,December,28.1,0.0,63.9
Q1880,Concepción,1,January,17.1,0.0,74.3
Q1880,Concepción,2,February,17.3,0.1,75.8
Q1880,Concepción,3,March,15.1,1.6,78.5
Q1880,Concepción,4,April,12.5,4.2,84.9
Q1880,Concepción,5,May,8.7,3.8,86.8
Q1880,Concepción,6,June,10.2,19.3,87.5
Q1880,Concepción,7,July,7.2,1.6,82.7
Q1880,Concepción,8,August,8.3,6.9,85.6
Q1880,Concepción,9,September,9.8,4.1,83.8
Q1880,Concepción,10,October,12.3,1.5,84.4
Q1880,Concepción,11,November,13.8,0.8,77.8
Q1880,Concepción,12,December,15.5,0.1,72.7
Q28249,Concord,1,January,-2.8,5.1,72.1
Q28249,Concord,2,February,-0.8,0.7,62.6
Q28249,Concord,3,March,2.7,6.5,68.7
Q28249,Concord,4,April,7.1,3.5,69.4
Q28249,Concord,5,May,15.1,2.2,73.0
Q28249,Concord,6,June,20.8,3.9,66.7
Q28249,Concord,7,July,24.0,2.1,68.4
Q28249,Concord,8,August,20.0,4.6,80.6
Q28249,Concord,9,September,16.8,1.2,75.8
Q28249,Concord,10,October,10.6,1.3,72.6
Q28249,Concord,11,November,5.8,2.5,67.6
Q28249,Concord,12,December,-2.6,3.0,74.3
