unique_id,name,name_clean,entity_type,lat,lon,star_rating,source,source_id,destination_id,destination_name
osmacc_168412293,Crowne Plaza Abu Dhabi Yas Island,crowne plaza abu dhabi yas island,Hotel,24.4656696,54.5974264,4.0,osm_accommodation,168412293,Q1519,Abu Dhabi
osmacc_168412294,"Park Inn Abu Dhabi, Yas Island",park inn abu dhabi yas island,Hotel,24.4680016,54.5983341,,osm_accommodation,168412294,Q1519,Abu Dhabi
osmacc_168412700,Staybridge Suites Yas Island,staybridge suites yas island,Hotel,24.4647977,54.597747,,osm_accommodation,168412700,Q1519,Abu Dhabi
osmacc_169548464,Ono to One,ono to one,Hotel,24.474997,54.3881662,,osm_accommodation,169548464,Q1519,Abu Dhabi
osmacc_169549599,Grand Millennium Al Wahda,grand millennium al wahda,Hotel,24.4712049,54.3738184,,osm_accommodation,169549599,Q1519,Abu Dhabi
osmacc_170406171,Millennium Al Rawdah Hotel,millennium al rawdah hotel,Hotel,24.4212244,54.4564366,5.0,osm_accommodation,170406171,Q1519,Abu Dhabi
osmacc_170768602,Jannah Eastern Mangroves Suites,jannah eastern mangroves suites,Hotel,24.4462371,54.4389512,,osm_accommodation,170768602,Q1519,Abu Dhabi
osmacc_170768698,Eastern Mangroves Hotel & Spa by Anantara,eastern mangroves hotel spa by anantara,Hotel,24.4463388,54.4369103,,osm_accommodation,170768698,Q1519,Abu Dhabi
osmacc_176018810,Hotel Oaks Liwa Executive Suites,hotel oaks liwa executive suites,Hotel,24.4929646,54.3820508,,osm_accommodation,176018810,Q1519,Abu Dhabi
osmacc_188852394,Yas Island Rotana,yas island rotana,Hotel,24.4663129,54.5993606,,osm_accommodation,188852394,Q1519,Abu Dhabi
osmacc_190699127,Trianon Hotel,trianon hotel,Hotel,24.4942335,54.3662132,,osm_accommodation,190699127,Q1519,Abu Dhabi
osmacc_223575413,Rosewood Maryah Island,rosewood maryah island,Hotel,24.4998311,54.3873104,,osm_accommodation,223575413,Q1519,Abu Dhabi
osmacc_226675955,Gava,gava,Hotel,24.4776066,54.3830413,,osm_accommodation,226675955,Q1519,Abu Dhabi
osmacc_228791744,Strand Hotel,strand hotel,Hotel,24.4923507,54.3815788,,osm_accommodation,228791744,Q1519,Abu Dhabi
osmacc_231986416,Premier Inn,premier inn,Hotel,24.4202522,54.4406704,,osm_accommodation,231986416,Q1519,Abu Dhabi
osmacc_239708186,Park Hyatt Abu Dhabi Hotel,park hyatt abu dhabi hotel,Hotel,24.5452167,54.4347998,5.0,osm_accommodation,239708186,Q1519,Abu Dhabi
osmacc_282484578,Royal Suite,royal suite,Hotel,24.4746185,54.3789852,,osm_accommodation,282484578,Q1519,Abu Dhabi
osmacc_285320450,Centro Capital Centre,centro capital centre,Hotel,24.4178596,54.4406836,,osm_accommodation,285320450,Q1519,Abu Dhabi
osmacc_285320452,Capital Centre Arjaan,capital centre arjaan,Hotel,24.4183521,54.4404717,,osm_accommodation,285320452,Q1519,Abu Dhabi
osmacc_289324027,Swiss-Belhotel Corniche,swiss-belhotel corniche,Hotel,24.4985685,54.3719475,4.0,osm_accommodation,289324027,Q1519,Abu Dhabi
osmacc_322876653,"Royal Rose Abu Dhabi, a Curio Collection by Hilton Affiliated Hotel",royal rose abu dhabi a curio collection by hilton affiliated hotel,Hotel,24.4933546,54.3728842,,osm_accommodation,322876653,Q1519,Abu Dhabi
osmacc_330967458,Hotel Al Rawda Arjan by Rotana,hotel al rawda arjan by rotana,Hotel,24.4689949,54.3725189,,osm_accommodation,330967458,Q1519,Abu Dhabi
osmacc_369083805,Five Continents Hotels & Resorts Cassells Ghantoot,five continents hotels resorts cassells ghantoot,Hotel,24.8641359,54.8934778,,osm_accommodation,369083805,Q1519,Abu Dhabi
osmacc_378314951,Southern Sun Abu Dhabi,southern sun abu dhabi,Hotel,24.500509,54.3712475,4.0,osm_accommodation,378314951,Q1519,Abu Dhabi
osmacc_393011766,AG Hotel,ag hotel,Hotel,24.4593797,54.3883155,,osm_accommodation,393011766,Q1519,Abu Dhabi
osmacc_395048146,Courtyard by Marriott Abu Dhabi,courtyard by marriott abu dhabi,Hotel,24.4868177,54.3572984,,osm_accommodation,395048146,Q1519,Abu Dhabi
osmacc_395225084,Bin Majid Tower Hotel Apartment,bin majid tower hotel apartment,Hotel,24.4998628,54.3708936,,osm_accommodation,395225084,Q1519,Abu Dhabi
osmacc_395279965,Novotel,novotel,Hotel,24.4293597,54.4288783,,osm_accommodation,395279965,Q1519,Abu Dhabi
osmacc_397210509,Grand Hyatt Abu Dhabi Hotel & Residences Emirates Pearl,grand hyatt abu dhabi hotel residences emirates pearl,Hotel,24.4580804,54.3207934,5.0,osm_accommodation,397210509,Q1519,Abu Dhabi
osmacc_398518230,Ibis and Novotel Abu Dhabi Gate Hotel,ibis and novotel abu dhabi gate hotel,Hotel,24.3960481,54.5179171,,osm_accommodation,398518230,Q1519,Abu Dhabi
osmacc_400363646,Tryp Hotel,tryp hotel,Hotel,24.4957036,54.3664931,,osm_accommodation,400363646,Q1519,Abu Dhabi
osmacc_411779605,Al Diar Sawa Hotel Apartments,al diar sawa hotel apartments,Hotel,24.4665344,54.3850752,,osm_accommodation,411779605,Q1519,Abu Dhabi
osmacc_659640095,Marriott Hotel Al Forsan,marriott hotel al forsan,Hotel,24.4073971,54.5483919,5.0,osm_accommodation,659640095,Q1519,Abu Dhabi
osmacc_723863424,Hilton Abu Dhabi Yas Island,hilton abu dhabi yas island,Hotel,24.4592923,54.6014228,,osm_accommodation,723863424,Q1519,Abu Dhabi
osmacc_763215762,AlNuaimi House,alnuaimi house,Hotel,24.4448749,54.7220883,,osm_accommodation,763215762,Q1519,Abu Dhabi
osmacc_802416857,Rixos Premium Saadiyat Island,rixos premium saadiyat island,Hotel,24.5433756,54.4323965,,osm_accommodation,802416857,Q1519,Abu Dhabi
osmacc_807183766,جميرا جزيرة السعديات,جميرا جزيرة السعديات,Hotel,24.5604483,54.451774,,osm_accommodation,807183766,Q1519,Abu Dhabi
osmacc_934523936,Golden Tulip Bungalows,golden tulip bungalows,Hotel,24.8887948,54.8554828,,osm_accommodation,934523936,Q1519,Abu Dhabi
osmacc_983907168,Westin Abu Dhabi Golf Resort,westin abu dhabi golf resort,Hotel,24.4195754,54.5288642,,osm_accommodation,983907168,Q1519,Abu Dhabi
osmacc_1007349313,DoubleTree by Hilton Abu Dhabi Yas Island Residences,doubletree by hilton abu dhabi yas island residences,Hotel,24.4895629,54.5973736,4.0,osm_accommodation,1007349313,Q1519,Abu Dhabi
osmacc_1099865086,Four Seasons,four seasons,Hotel,24.5032058,54.3877855,,osm_accommodation,1099865086,Q1519,Abu Dhabi
osmacc_1099865087,Four Seasons,four seasons,Hotel,24.5028348,54.3877603,,osm_accommodation,1099865087,Q1519,Abu Dhabi
osmacc_1099865090,Rosewood Maryah Island,rosewood maryah island,Hotel,24.4997259,54.3873072,,osm_accommodation,1099865090,Q1519,Abu Dhabi
osmacc_1276780593,The St Regis Abu Dhabi,the st regis abu dhabi,Hotel,24.4654522,54.3274164,,osm_accommodation,1276780593,Q1519,Abu Dhabi
osmacc_1303481084,Royal M Hotel by Gewan Abu Dhabi,royal m hotel by gewan abu dhabi,Hotel,24.4484968,54.3379736,,osm_accommodation,1303481084,Q1519,Abu Dhabi
osmacc_445313459,GG Royal Hotel,gg royal hotel,Hotel,9.0020233,38.8013214,,osm_accommodation,445313459,Q3624,Addis Ababa
osmacc_445313460,Sky Hotel,sky hotel,Hotel,9.0012857,38.8024922,,osm_accommodation,445313460,Q3624,Addis Ababa
osmacc_445313461,Eliston Hotel,eliston hotel,Hotel,9.0011167,38.802732,,osm_accommodation,445313461,Q3624,Addis Ababa
osmacc_528189593,3 ኤፍ ፈርኒቸር ፋብሪካ,3 ኤፍ ፈርኒቸር ፋብሪካ,Hotel,8.955083,38.76352,1.0,osm_accommodation,528189593,Q3624,Addis Ababa
osmacc_547972069,Baks Hotel Appartement,baks hotel appartement,Hotel,8.999538,38.804825,,osm_accommodation,547972069,Q3624,Addis Ababa
osmacc_595139270,Rezort,rezort,Hotel,9.176163,38.756836,,osm_accommodation,595139270,Q3624,Addis Ababa
osmacc_595139420,Aman resort hotel,aman resort hotel,Hotel,9.175933,38.757103,,osm_accommodation,595139420,Q3624,Addis Ababa
osmacc_595139451,Agete hotel,agete hotel,Hotel,9.1787541,38.7575167,,osm_accommodation,595139451,Q3624,Addis Ababa
osmacc_598182728,Temudas Pension,temudas pension,Hotel,9.0011052,38.7838473,,osm_accommodation,598182728,Q3624,Addis Ababa
osmacc_598182739,Mr. Martins Cozy Place,mr martins cozy place,Hostel,9.0029248,38.7791845,,osm_accommodation,598182739,Q3624,Addis Ababa
osmacc_613555223,Tina Guest House,tina guest house,Hotel,8.99672,38.77568,,osm_accommodation,613555223,Q3624,Addis Ababa
osmacc_615219200,ቃሊቲ ክራውን ሆቴል,ቃሊቲ ክራውን ሆቴል,Hotel,8.9137151,38.7627101,,osm_accommodation,615219200,Q3624,Addis Ababa
osmacc_659241014,Bole International Hotel,bole international hotel,Hotel,8.99251,38.7914608,,osm_accommodation,659241014,Q3624,Addis Ababa
osmacc_722475375,Finfine Adarash Hotel,finfine adarash hotel,Hotel,9.0175679,38.7581026,,osm_accommodation,722475375,Q3624,Addis Ababa
osmacc_726512062,Global Hotel,global hotel,Hotel,8.9937198,38.7598634,4.0,osm_accommodation,726512062,Q3624,Addis Ababa
osmacc_732448085,ጎንደር ሆቴል | Gonder Hotel,ጎንደር ሆቴል gonder hotel,Hostel,9.0309919,38.7550055,,osm_accommodation,732448085,Q3624,Addis Ababa
osmacc_768599389,Ghion Hotel,ghion hotel,Hotel,9.0137992,38.760304,4.0,osm_accommodation,768599389,Q3624,Addis Ababa
osmacc_768599454,Ebenezer Hotel & Guest House,ebenezer hotel guest house,Guesthouse,9.0326162,38.773138,,osm_accommodation,768599454,Q3624,Addis Ababa
osmacc_773595294,Belair Hotel,belair hotel,Hotel,9.0309271,38.7748257,,osm_accommodation,773595294,Q3624,Addis Ababa
osmacc_774899801,Aseb Qestedamena Hotel,aseb qestedamena hotel,Hotel,9.0157212,38.7707264,,osm_accommodation,774899801,Q3624,Addis Ababa
osmacc_774899824,Harar Ber Hotel,harar ber hotel,Hotel,9.0155824,38.7709433,,osm_accommodation,774899824,Q3624,Addis Ababa
osmacc_784693168,Segen Motel,segen motel,Hotel,9.0087828,38.7919659,,osm_accommodation,784693168,Q3624,Addis Ababa
osmacc_787536913,DS Guesthouse,ds guesthouse,Guesthouse,9.0025328,38.7833356,,osm_accommodation,787536913,Q3624,Addis Ababa
osmacc_790007931,Tedela,tedela,Hotel,9.0317446,38.7535529,,osm_accommodation,790007931,Q3624,Addis Ababa
osmacc_790008089,Abyssinia,abyssinia,Hotel,9.0316652,38.7538256,,osm_accommodation,790008089,Q3624,Addis Ababa
osmacc_790008096,Queens,queens,Hotel,9.0319103,38.7536053,,osm_accommodation,790008096,Q3624,Addis Ababa
osmacc_790008135,National,national,Hotel,9.0313133,38.7539456,,osm_accommodation,790008135,Q3624,Addis Ababa
osmacc_790008138,Kangaroo,kangaroo,Hotel,9.0341876,38.7444164,,osm_accommodation,790008138,Q3624,Addis Ababa
osmacc_790008149,Wegagen Hotel,wegagen hotel,Hotel,9.0314766,38.7538075,,osm_accommodation,790008149,Q3624,Addis Ababa
osmacc_834401669,Biruk Bed & Breakfast,biruk bed breakfast,Guesthouse,8.9970349,38.7813266,,osm_accommodation,834401669,Q3624,Addis Ababa
osmacc_838787460,Alemgena,alemgena,Hotel,8.9316398,38.6620153,,osm_accommodation,838787460,Q3624,Addis Ababa
osmacc_838787480,ሜርሲ ሆቴል,ሜርሲ ሆቴል,Hotel,8.9941061,38.7477411,,osm_accommodation,838787480,Q3624,Addis Ababa
osmacc_844762228,"Luhena Hotel - Cafe, Bar and Restaurant",luhena hotel - cafe bar and restaurant,Hotel,8.9892016,38.7656243,,osm_accommodation,844762228,Q3624,Addis Ababa
osmacc_847244477,Abesha Bar and Restaurant,abesha bar and restaurant,Hotel,9.010853,38.7487685,,osm_accommodation,847244477,Q3624,Addis Ababa
osmacc_847911025,አይቤክስ ሆቴል  Ibex Hotel,አይቤክስ ሆቴል ibex hotel,Hotel,8.9888581,38.7714858,,osm_accommodation,847911025,Q3624,Addis Ababa
osmacc_849596907,Hewan,hewan,Hotel,8.908549,38.765083,,osm_accommodation,849596907,Q3624,Addis Ababa
osmacc_849596985,Wanos,wanos,Hotel,8.902973,38.76657,,osm_accommodation,849596985,Q3624,Addis Ababa
osmacc_894039309,Life Pension No 1,life pension no 1,Guesthouse,9.0265622,38.7566837,,osm_accommodation,894039309,Q3624,Addis Ababa
osmacc_894043304,Life Pension No 2,life pension no 2,Guesthouse,9.045095,38.7415136,,osm_accommodation,894043304,Q3624,Addis Ababa
osmacc_988149874,Baro2 Hotel,baro2 hotel,Hotel,8.956573,38.7650523,,osm_accommodation,988149874,Q3624,Addis Ababa
osmacc_988149886,Baro Hotel,baro hotel,Hotel,9.0307353,38.7534372,,osm_accommodation,988149886,Q3624,Addis Ababa
osmacc_1435174663,Soramba Hotel,soramba hotel,Hotel,9.0408344,38.7508925,4.0,osm_accommodation,1435174663,Q3624,Addis Ababa
osmacc_1435199883,Korebtama Menafesha Hotel,korebtama menafesha hotel,Hotel,9.0235344,38.8174369,,osm_accommodation,1435199883,Q3624,Addis Ababa
osmacc_1435219112,Yilma Hotel,yilma hotel,Hotel,8.9826292,38.7311814,,osm_accommodation,1435219112,Q3624,Addis Ababa
osmacc_1435242261,Kings Hotel - Kaliti,kings hotel - kaliti,Hotel,8.891188,38.7760811,4.0,osm_accommodation,1435242261,Q3624,Addis Ababa
osmacc_1435251479,Adey Hotel,adey hotel,Hotel,8.9573653,38.7644602,,osm_accommodation,1435251479,Q3624,Addis Ababa
osmacc_1435251486,ሳሪስ ጨጨሆ ሆቴል,ሳሪስ ጨጨሆ ሆቴል,Hotel,8.957304,38.7647211,,osm_accommodation,1435251486,Q3624,Addis Ababa
osmacc_1435268585,Monalisa Hotel,monalisa hotel,Hotel,9.0277047,38.7752204,,osm_accommodation,1435268585,Q3624,Addis Ababa
osmacc_1519279253,Pyramid Paradise Hotel,pyramid paradise hotel,Hotel,8.7519677,38.9560907,,osm_accommodation,1519279253,Q3624,Addis Ababa
osmacc_1549928544,Aros,aros,Hotel,8.6572105,39.0610259,,osm_accommodation,1549928544,Q3624,Addis Ababa
osmacc_1549948791,Bekan See Hotel,bekan see hotel,Hotel,8.7512201,38.9591,,osm_accommodation,1549948791,Q3624,Addis Ababa
osmacc_1592292000,Edle Pension,edle pension,Hotel,8.7641091,38.9401607,,osm_accommodation,1592292000,Q3624,Addis Ababa
osmacc_1592292091,Liule Hotel,liule hotel,Hotel,8.9312312,38.6622302,,osm_accommodation,1592292091,Q3624,Addis Ababa
osmacc_1592292101,Mahilet Hotel,mahilet hotel,Hotel,8.9065274,38.6096308,,osm_accommodation,1592292101,Q3624,Addis Ababa
osmacc_1592292206,Solomon Hotel,solomon hotel,Hotel,8.5931379,39.1174906,,osm_accommodation,1592292206,Q3624,Addis Ababa
osmacc_1592292232,Tawabach Hotel,tawabach hotel,Hotel,8.9118137,38.6232136,,osm_accommodation,1592292232,Q3624,Addis Ababa
osmacc_1592429545,Asena Hotel,asena hotel,Hotel,8.9118536,38.6238212,,osm_accommodation,1592429545,Q3624,Addis Ababa
osmacc_1592429570,Central Mojo Hotel,central mojo hotel,Hotel,8.5883095,39.1230214,,osm_accommodation,1592429570,Q3624,Addis Ababa
osmacc_1592429584,Daema Hotel,daema hotel,Hotel,8.587835,39.1237096,,osm_accommodation,1592429584,Q3624,Addis Ababa
osmacc_1592429622,Gojab Hotel,gojab hotel,Hotel,8.915563,38.6374955,,osm_accommodation,1592429622,Q3624,Addis Ababa
osmacc_1592429638,Kasaahun Hotel,kasaahun hotel,Hotel,9.0473939,38.395505,,osm_accommodation,1592429638,Q3624,Addis Ababa
osmacc_1594538584,Lido Hotel,lido hotel,Hotel,9.0166075,38.7474707,,osm_accommodation,1594538584,Q3624,Addis Ababa
osmacc_1697757615,Meridian Hotel,meridian hotel,Hotel,8.9923752,38.7813385,,osm_accommodation,1697757615,Q3624,Addis Ababa
osmacc_1697805261,Ambassador Hotel Bole,ambassador hotel bole,Hotel,8.9920961,38.7879823,,osm_accommodation,1697805261,Q3624,Addis Ababa
osmacc_1697805262,Hawi Hotel,hawi hotel,Hotel,8.9895749,38.7582428,,osm_accommodation,1697805262,Q3624,Addis Ababa
osmacc_1697805263,Jupiter international (Bole),jupiter international bole,Hotel,8.9890962,38.78549,4.0,osm_accommodation,1697805263,Q3624,Addis Ababa
osmacc_1699677954,Mac Addis,mac addis,Hotel,8.9904268,38.7800987,,osm_accommodation,1699677954,Q3624,Addis Ababa
osmacc_1701593747,Omedla Hotel,omedla hotel,Hotel,8.9847477,38.7593778,,osm_accommodation,1701593747,Q3624,Addis Ababa
osmacc_1702623281,Gibe Hotel,gibe hotel,Hotel,9.0344488,38.7547933,,osm_accommodation,1702623281,Q3624,Addis Ababa
osmacc_1708707078,Menahereya,menahereya,Hotel,9.0197316,38.7679356,,osm_accommodation,1708707078,Q3624,Addis Ababa
osmacc_1708707080,Quara Hotel,quara hotel,Hotel,9.017716,38.7679462,,osm_accommodation,1708707080,Q3624,Addis Ababa
osmacc_1728006991,Continental Hotel | ኮንትኔንታል ሆቴል,continental hotel ኮንትኔንታል ሆቴል,Hotel,9.0311416,38.7552823,,osm_accommodation,1728006991,Q3624,Addis Ababa
osmacc_1766631069,Wutma Hotel,wutma hotel,Hotel,9.03087,38.7531679,,osm_accommodation,1766631069,Q3624,Addis Ababa
osmacc_1874704567,Skylight In-Terminal Hotel,skylight in-terminal hotel,Hotel,8.9833477,38.7938428,,osm_accommodation,1874704567,Q3624,Addis Ababa
osmacc_2036233504,Comfy Spot Guest House,comfy spot guest house,Guesthouse,9.0394767,38.7475439,,osm_accommodation,2036233504,Q3624,Addis Ababa
osmacc_2036233508,Tiga Hotel,tiga hotel,Hotel,9.0387743,38.7477307,,osm_accommodation,2036233508,Q3624,Addis Ababa
osmacc_2041750984,Nati Hotel,nati hotel,Hotel,8.9823711,38.7739645,,osm_accommodation,2041750984,Q3624,Addis Ababa
osmacc_2041818300,Family Cozy Bed and Breakfast,family cozy bed and breakfast,Guesthouse,8.988766,38.7720265,,osm_accommodation,2041818300,Q3624,Addis Ababa
osmacc_2047651225,Ami pension,ami pension,Hotel,8.9919782,38.7649952,,osm_accommodation,2047651225,Q3624,Addis Ababa
osmacc_2047703667,Vila Dize Enze Guest house,vila dize enze guest house,Guesthouse,8.9869711,38.7784658,,osm_accommodation,2047703667,Q3624,Addis Ababa
osmacc_2047735852,Bete Abrham Hotel,bete abrham hotel,Hotel,8.9860117,38.7848911,,osm_accommodation,2047735852,Q3624,Addis Ababa
osmacc_2093047690,Roha Guest House,roha guest house,Hotel,8.995863,38.7764106,,osm_accommodation,2093047690,Q3624,Addis Ababa
osmacc_2203245328,Ararat Hotel,ararat hotel,Hotel,9.0242189,38.8182913,,osm_accommodation,2203245328,Q3624,Addis Ababa
osmacc_2348651194,ደገሰ ሆቴል,ደገሰ ሆቴል,Hotel,8.9489349,38.7274878,,osm_accommodation,2348651194,Q3624,Addis Ababa
osmacc_2396201078,Adulala Resort,adulala resort,Hotel,8.79341,38.9963453,,osm_accommodation,2396201078,Q3624,Addis Ababa
osmacc_2396201079,Babogaya Resort,babogaya resort,Hotel,8.7931316,38.9907553,,osm_accommodation,2396201079,Q3624,Addis Ababa
osmacc_2396201080,Etalem Resort,etalem resort,Hotel,8.7905661,38.9900593,,osm_accommodation,2396201080,Q3624,Addis Ababa
osmacc_2396201082,Viewpoint Lodge,viewpoint lodge,Hotel,8.7832477,38.9969502,,osm_accommodation,2396201082,Q3624,Addis Ababa
osmacc_2503215762,Abebech Ayele Hotel,abebech ayele hotel,Hotel,8.7955366,38.8993893,,osm_accommodation,2503215762,Q3624,Addis Ababa
osmacc_2921841167,top ten hotel,top ten hotel,Hotel,9.0192236,38.822029,,osm_accommodation,2921841167,Q3624,Addis Ababa
osmacc_3099989929,Lomi Guest House,lomi guest house,Hotel,9.034969,38.771331,,osm_accommodation,3099989929,Q3624,Addis Ababa
osmacc_3157961261,Base Ethiopia,base ethiopia,Hotel,9.004918,38.780365,,osm_accommodation,3157961261,Q3624,Addis Ababa
osmacc_3215710979,Union Hotel Apartment,union hotel apartment,Hotel,8.9966375,38.7439038,,osm_accommodation,3215710979,Q3624,Addis Ababa
osmacc_3232813046,Aphrodite International Hotel,aphrodite international hotel,Hotel,9.013673,38.7692111,,osm_accommodation,3232813046,Q3624,Addis Ababa
osmacc_3241845662,Monarch Hotel,monarch hotel,Hotel,8.9946962,38.7853721,,osm_accommodation,3241845662,Q3624,Addis Ababa
osmacc_3283845190,Taitu Hotel,taitu hotel,Hotel,9.0309642,38.7544091,,osm_accommodation,3283845190,Q3624,Addis Ababa
osmacc_3293032951,Debebe Tekle Hotel,debebe tekle hotel,Hotel,9.0028023,38.7855807,,osm_accommodation,3293032951,Q3624,Addis Ababa
osmacc_3293032959,Liya Guest House,liya guest house,Guesthouse,9.004048,38.7875559,,osm_accommodation,3293032959,Q3624,Addis Ababa
osmacc_3440581202,Louvre Hotel,louvre hotel,Hotel,9.0250365,38.7868665,,osm_accommodation,3440581202,Q3624,Addis Ababa
osmacc_3455351150,Zola International Hotel,zola international hotel,Hotel,9.0037492,38.7973056,,osm_accommodation,3455351150,Q3624,Addis Ababa
osmacc_3497857190,Selam Pension,selam pension,Hotel,9.0033242,38.767002,,osm_accommodation,3497857190,Q3624,Addis Ababa
osmacc_3569146293,Panorama Hotel,panorama hotel,Hotel,9.0177703,38.7965907,,osm_accommodation,3569146293,Q3624,Addis Ababa
osmacc_3764372641,Sheba Guest House,sheba guest house,Guesthouse,8.9978762,38.7767705,,osm_accommodation,3764372641,Q3624,Addis Ababa
osmacc_3772632880,Tsegreda Hotel,tsegreda hotel,Hotel,9.0312974,38.7539678,,osm_accommodation,3772632880,Q3624,Addis Ababa
osmacc_3875820123,Amanaya Guesthouse,amanaya guesthouse,Guesthouse,9.0044463,38.8113661,,osm_accommodation,3875820123,Q3624,Addis Ababa
osmacc_3985953602,Eliana Hotel,eliana hotel,Hotel,9.0303041,38.7509747,,osm_accommodation,3985953602,Q3624,Addis Ababa
osmacc_4033136660,Dreamland Hotel & Resort,dreamland hotel resort,Hotel,8.7450647,38.988252,,osm_accommodation,4033136660,Q3624,Addis Ababa
osmacc_4135368931,Bow Hotel B&B,bow hotel bb,Hotel,8.9983964,38.7648233,,osm_accommodation,4135368931,Q3624,Addis Ababa
osmacc_4204528940,bela addis hotel,bela addis hotel,Hotel,8.9522715,38.7161441,,osm_accommodation,4204528940,Q3624,Addis Ababa
osmacc_4221712089,Empire Addis International Hotel,empire addis international hotel,Hotel,8.99228,38.7874393,,osm_accommodation,4221712089,Q3624,Addis Ababa
osmacc_4245074098,الفندق قام نام مسكن فلور ,الفندق قام نام مسكن فلور,Hotel,8.9980287,38.7678288,,osm_accommodation,4245074098,Q3624,Addis Ababa
osmacc_4258298334,UMMA Hotel,umma hotel,Hotel,9.0031368,38.7191086,,osm_accommodation,4258298334,Q3624,Addis Ababa
osmacc_4262998995,Yeka Guest House,yeka guest house,Guesthouse,9.0326656,38.7815308,,osm_accommodation,4262998995,Q3624,Addis Ababa
osmacc_4267860490,Quara Hotel,quara hotel,Hotel,8.8919544,38.7760734,,osm_accommodation,4267860490,Q3624,Addis Ababa
osmacc_4276504491,Residence Hotel,residence hotel,Hotel,9.0045836,38.769681,,osm_accommodation,4276504491,Q3624,Addis Ababa
osmacc_4278011089,Wudasie hotel,wudasie hotel,Hotel,9.0090895,38.7807595,,osm_accommodation,4278011089,Q3624,Addis Ababa
osmacc_4285949891,Denuka Hotel,denuka hotel,Hotel,8.9963128,38.8134851,,osm_accommodation,4285949891,Q3624,Addis Ababa
osmacc_4298830697,Tesfu Hotel,tesfu hotel,Hotel,9.0188369,38.8734931,,osm_accommodation,4298830697,Q3624,Addis Ababa
osmacc_4298830698,Tesfu Hotel,tesfu hotel,Hotel,9.018696,38.873396,,osm_accommodation,4298830698,Q3624,Addis Ababa
osmacc_4298833201,Foyat Hotel,foyat hotel,Hotel,8.9913672,38.794219,,osm_accommodation,4298833201,Q3624,Addis Ababa
osmacc_4298856396,Sheza Guest House,sheza guest house,Guesthouse,9.0021742,38.8006459,,osm_accommodation,4298856396,Q3624,Addis Ababa
osmacc_4317313595,FOYAT HOTEL,foyat hotel,Hotel,8.9912752,38.7942496,,osm_accommodation,4317313595,Q3624,Addis Ababa
osmacc_4362368694,Momona Hotel,momona hotel,Hotel,8.9906479,38.7851351,,osm_accommodation,4362368694,Q3624,Addis Ababa
osmacc_4369116392,yeshi,yeshi,Guesthouse,9.0294717,38.7716531,,osm_accommodation,4369116392,Q3624,Addis Ababa
osmacc_4369155093,Capital Hotel & Spa,capital hotel spa,Hotel,9.0134031,38.7797654,,osm_accommodation,4369155093,Q3624,Addis Ababa
osmacc_4391597689,Friendship International hotel,friendship international hotel,Hotel,8.9940077,38.7845855,,osm_accommodation,4391597689,Q3624,Addis Ababa
osmacc_4404326090,Ramada Hotel ራማዳ ሆቴል,ramada hotel ራማዳ ሆቴል,Hotel,8.991901,38.7828275,,osm_accommodation,4404326090,Q3624,Addis Ababa
osmacc_4413923489,ዲምትሪ ሆቴል,ዲምትሪ ሆቴል,Hotel,9.0235278,38.8263151,,osm_accommodation,4413923489,Q3624,Addis Ababa
osmacc_4418239290,Bagy Hotel,bagy hotel,Hotel,8.9866857,38.787543,,osm_accommodation,4418239290,Q3624,Addis Ababa
osmacc_4418294631,WGM Apartments,wgm apartments,Guesthouse,8.9856101,38.7872185,,osm_accommodation,4418294631,Q3624,Addis Ababa
osmacc_4423440589,አፍሮፖሊታን ሆቴል,አፍሮፖሊታን ሆቴል,Hotel,9.0180458,38.7901102,,osm_accommodation,4423440589,Q3624,Addis Ababa
osmacc_4423999200,Hometown Addis Hotel,hometown addis hotel,Hotel,9.0028399,38.7794885,,osm_accommodation,4423999200,Q3624,Addis Ababa
osmacc_4424010089,Washington Hotel,washington hotel,Hotel,9.0021183,38.7801026,,osm_accommodation,4424010089,Q3624,Addis Ababa
osmacc_4425258290,Classic Hotel,classic hotel,Hotel,9.0138527,38.7819356,,osm_accommodation,4425258290,Q3624,Addis Ababa
osmacc_4429346206,Golden Tulip,golden tulip,Hotel,8.9955392,38.7870007,5.0,osm_accommodation,4429346206,Q3624,Addis Ababa
osmacc_4443384889,Guangdong Hotel,guangdong hotel,Hotel,8.988572,38.7874905,,osm_accommodation,4443384889,Q3624,Addis Ababa
osmacc_4452993490,የጤናዬ ቤት,የጤናዬ ቤት,Hostel,9.0671934,38.862692,,osm_accommodation,4452993490,Q3624,Addis Ababa
osmacc_4467565392,እያሱ,እያሱ,Guesthouse,9.0181493,38.8449683,,osm_accommodation,4467565392,Q3624,Addis Ababa
osmacc_4469846189,KG,kg,Guesthouse,9.0347693,38.8184562,,osm_accommodation,4469846189,Q3624,Addis Ababa
osmacc_4479547892,Azzeman,azzeman,Hotel,9.0015028,38.7820596,,osm_accommodation,4479547892,Q3624,Addis Ababa
osmacc_4499871792,7e,7e,Hotel,8.7475234,38.9799893,,osm_accommodation,4499871792,Q3624,Addis Ababa
osmacc_4499886692,Tourist,tourist,Hotel,8.7479316,38.9791418,,osm_accommodation,4499886692,Q3624,Addis Ababa
osmacc_4513505090,ያዪ,ያዪ,Hostel,8.8648367,38.812888,,osm_accommodation,4513505090,Q3624,Addis Ababa
