destination_wikidata_id,destination_name,osm_id,osm_type,accommodation_name,accommodation_type,star_rating,rooms,lat,lon
Q16558,Fort Worth,465042561,way,Comfort Inn & Suites Dallas Medical-Market Center,hotel,4.8,234,32.8099349,-96.8509575
Q16558,Fort Worth,465042571,way,Homewood Suites Dallas-Market Center,hotel,3.5,134,32.8090097,-96.8478237
Q16558,Fort Worth,465047696,way,DoubleTree,hotel,4.1,267,32.9017781,-96.9197747
Q16558,Fort Worth,465055790,way,Express Studios,motel,4.4,37,32.8645398,-96.8929372
Q16558,Fort Worth,465055846,way,Anchor Motel,motel,4.2,287,32.8629652,-96.8801764
Q16558,Fort Worth,465055851,way,Holiday Inn Express Hotel & Suites Dallas/Stemmons Fwy(I-35 E),hotel,2.3,184,32.8627432,-96.8911033
Q16558,Fort Worth,465055886,way,MCM Elegante Hotel and Suites,hotel,1.0,47,32.860565,-96.8906142
Q16558,Fort Worth,465055894,way,BEST WESTERN Northwest Inn,hotel,3.5,22,32.860166,-96.8848821
Q16558,Fort Worth,465055907,way,Super 8,motel,4.8,216,32.8586101,-96.8879801
Q16558,Fort Worth,465056389,way,Best Western Plus,hotel,4.6,43,32.8828051,-96.8967803
Q16558,Fort Worth,465056402,way,La Quinta Inn & Suites,hotel,1.0,244,32.882038,-96.8966142
Q16558,Fort Worth,465056407,way,Walnut Inn,motel,4.6,82,32.8815734,-96.8898598
Q16558,Fort Worth,465056493,way,Quality Inn & Suites,hotel,1.0,80,32.8774176,-96.8966812
Q16558,Fort Worth,465532655,way,Inn of the Dove,motel,3.1,71,32.7654075,-96.8497694
Q16558,Fort Worth,465532664,way,Motel 6,motel,4.4,220,32.7647311,-96.8478693
Q16558,Fort Worth,465667002,way,Embassy Suites by Hilton Dallas Market Center,hotel,2.7,282,32.8076789,-96.84494
Q16558,Fort Worth,466702227,way,Hampton Inn & Suites,hotel,3.7,65,32.768915,-96.8948957
Q16558,Fort Worth,466702245,way,Comfort Suites,hotel,1.9,113,32.7678688,-96.8947961
Q16558,Fort Worth,466964600,way,Royal Inn Dallas NW,motel,4.9,104,32.8670379,-96.9089884
Q16558,Fort Worth,466964612,way,Delux Inn Express & Suites,motel,1.2,104,32.8661924,-96.9082371
Q16558,Fort Worth,466984059,way,Embassy Suites,hotel,3.5,163,32.8608721,-96.8498242
Q16558,Fort Worth,467279061,way,Hilton Garden Inn,hotel,1.1,243,32.6632863,-96.9056138
Q16558,Fort Worth,467283721,way,Capital O Duncanville,motel,1.2,89,32.662935,-96.8940039
Q16558,Fort Worth,467283806,way,Super 7 Inn,motel,2.1,296,32.6609178,-96.8898276
Q16558,Fort Worth,467283815,way,Royal Inn,motel,1.1,124,32.6604278,-96.8891924
Q16558,Fort Worth,467283825,way,TownHouse Suites,motel,1.8,103,32.6600622,-96.8882336
Q16558,Fort Worth,467283852,way,Ari Motel,motel,1.6,77,32.6593079,-96.8869595
Q16558,Fort Worth,467284389,way,Holiday Inn Express & Suites,hotel,4.6,101,32.6461505,-96.887686
Q16558,Fort Worth,468813131,way,ILC Guest House,guest_house,1.2,60,32.6638596,-96.9558754
Q16558,Fort Worth,468820197,way,Super 8,motel,3.4,112,32.6437602,-96.8583881
Q16558,Fort Worth,469119880,way,Hilton Garden Inn Las Colinas,hotel,3.7,233,32.9110776,-96.9548087
Q16558,Fort Worth,469231289,way,DoubleTree by Hilton,hotel,4.3,205,32.8339963,-96.8361441
Q16558,Fort Worth,482298365,way,Arya Inn & Suites,hotel,2.5,89,33.2223007,-97.5910751
Q16558,Fort Worth,482298366,way,Rodeway Inn,motel,1.7,169,33.2230571,-97.5896661
Q16558,Fort Worth,482298767,way,Econo Lodge,motel,1.5,235,33.2204943,-97.5882826
Q16558,Fort Worth,482298768,way,Best Western,hotel,1.6,193,33.2196985,-97.5881068
Q16558,Fort Worth,482298879,way,Days Inn Decatur TX,hotel,3.1,32,33.2193136,-97.5870054
Q16558,Fort Worth,482298998,way,Baymont Decatur,hotel,3.4,113,33.2288087,-97.5912714
Q16558,Fort Worth,482299121,way,La Quinta Inn & Suites Decatur,hotel,4.2,284,33.2249756,-97.5894299
Q16558,Fort Worth,491957134,way,Staybridge Suites Plano,hotel,4.2,241,33.0737956,-96.8796823
Q16558,Fort Worth,491957136,way,Holiday Inn Plano,hotel,4.4,55,33.0744624,-96.8775922
Q16558,Fort Worth,491957138,way,Holiday Inn Express & Suites,hotel,1.6,17,33.074286,-96.8788524
Q16558,Fort Worth,491957154,way,Hyatt Place,hotel,4.0,244,33.0718081,-96.881483
Q16558,Fort Worth,491981590,way,Hampton Inn & Suites,hotel,1.3,115,33.0706395,-96.8704609
Q16558,Fort Worth,492599586,way,Hilton Dallas/Southlake Town Square,hotel,4.5,163,32.9458263,-97.1305512
Q16558,Fort Worth,496243454,way,Holiday Inn,hotel,3.1,132,32.7613501,-97.0921556
Q16558,Fort Worth,496243458,way,Econo Lodge,motel,3.6,14,32.7611703,-97.0941439
Q16558,Fort Worth,496933965,way,Fairfield Inn & Suites Fort Worth University Drive,hotel,3.5,95,32.730792,-97.3598452
Q16558,Fort Worth,497036580,way,Motel 6 Ft Worth Convention Center,hotel,3.2,145,32.7787727,-97.3369025
Q16558,Fort Worth,497042987,way,Homewood Suites,hotel,3.1,285,32.7357694,-97.3508888
Q16558,Fort Worth,497042998,way,Hilton Garden Inn Fort Worth Medical Center,hotel,4.7,231,32.7348507,-97.3517133
Q16558,Fort Worth,497271377,way,Quality Inn,hotel,2.4,88,32.7484149,-97.2906561
Q16558,Fort Worth,497271380,way,Motel 6 Ft Worth Downtown East,motel,4.1,197,32.748105,-97.2921591
Q16558,Fort Worth,497271388,way,Super 8,motel,2.4,117,32.7479568,-97.2902836
Q16558,Fort Worth,497271402,way,Valley View Motel,motel,1.2,111,32.746626,-97.2983694
Q16558,Fort Worth,497274222,way,Century Motel,motel,2.5,210,32.7397986,-97.2756751
Q16558,Fort Worth,497465779,way,OYO Hotel Fort Worth East Gateway Ball Park,hotel,1.6,140,32.7591024,-97.2629125
Q16558,Fort Worth,497510815,way,Residence Inn,hotel,2.8,40,32.7487319,-97.3526342
Q16558,Fort Worth,497514599,way,Extended Stay America - Fort Worth - Medical Center,hotel,1.3,20,32.7280883,-97.3595689
Q16558,Fort Worth,497514653,way,SpringHill Suites Fort Worth University,hotel,4.1,256,32.7320592,-97.3646579
Q16558,Fort Worth,497535722,way,Holiday Inn Express,hotel,3.4,300,32.9059432,-96.922712
Q16558,Fort Worth,497535723,way,Candlewood Suites,hotel,1.2,15,32.9053374,-96.9229839
Q16558,Fort Worth,497720896,way,Super 8 Fort Worth North,motel,3.6,216,32.83792,-97.2914464
Q16558,Fort Worth,497720897,way,Homewood Suites by Hilton Ft. Worth-North at Fossil Creek,hotel,4.8,179,32.8375105,-97.2931597
Q16558,Fort Worth,497720898,way,Comfort Suites North Fossil Creek,hotel,1.3,226,32.8374845,-97.2924603
Q16558,Fort Worth,497720899,way,Motel 6 Fort Worth,motel,2.4,250,32.8374414,-97.2918825
Q16558,Fort Worth,497720901,way,Quality Inn & Suites,hotel,4.6,22,32.8364866,-97.2927891
Q16558,Fort Worth,497720902,way,Crossland Economy Studios - Fort Worth - Fossil Creek,motel,1.1,32,32.8364156,-97.2919361
Q16558,Fort Worth,497720903,way,Budget Host Inn Fort Worth,motel,4.7,41,32.8363714,-97.2935547
Q16558,Fort Worth,497721004,way,Studio 6 Fort Worth,motel,5.0,163,32.8294601,-97.3119701
Q16558,Fort Worth,497721042,way,La Quinta Inn & Suites Fort Worth North,hotel,2.6,133,32.8263802,-97.3115308
Q16558,Fort Worth,497721104,way,Hilton Garden Inn Fort Worth/Fossil Creek,hotel,2.9,224,32.8212508,-97.3115624
Q16558,Fort Worth,497725065,way,Days Inn by Wyndham Fort Worth North / Fossil Creek,hotel,5.0,16,32.8266009,-97.3149639
Q16558,Fort Worth,497725070,way,Super 8 Meacham / North Fort Worth,motel,1.2,236,32.8258454,-97.3156026
Q16558,Fort Worth,497725074,way,DoubleTree,hotel,2.3,53,32.8250698,-97.3155204
Q16558,Fort Worth,497725087,way,Radisson Hotel Fort Worth North-Fossil Creek,hotel,1.3,30,32.823755,-97.3150299
Q16558,Fort Worth,497732947,way,"Country Inn & Suites, Fort Worth, TX",hotel,4.0,195,32.7843276,-97.3222573
Q16558,Fort Worth,497732992,way,Motel 6 Fort Worth Stockyards,hotel,3.6,53,32.794282,-97.3238185
Q16558,Fort Worth,497734357,way,Motel 6,motel,4.5,32,32.8048123,-97.3187029
Q16558,Fort Worth,498351076,way,Central Motel,motel,1.8,151,32.7364419,-97.2307466
Q16558,Fort Worth,499122576,way,TownePlace Suites Fort Worth University Area Medical Center,hotel,3.2,104,32.730675,-97.3682444
Q16558,Fort Worth,499180372,way,Miss Molly's Hotel,hotel,3.9,48,32.7887202,-97.3496631
Q16558,Fort Worth,499180548,way,Hotel Texas,hotel,2.1,112,32.788756,-97.3507125
Q16558,Fort Worth,499391339,way,Southloop Inn,motel,4.6,86,32.653798,-97.3227191
Q16558,Fort Worth,499391344,way,DoubleTree by Hilton Fort Worth South Hotel & Conference Center,hotel,1.8,97,32.6527344,-97.3193942
Q16558,Fort Worth,499391365,way,Comfort Suites Fort Worth,hotel,1.5,291,32.6514765,-97.3237239
Q16558,Fort Worth,499391368,way,Super 8 by Wyndham Fort Worth South,motel,2.1,21,32.6511381,-97.3226124
Q16558,Fort Worth,499391373,way,Americas Best Value Inn & Suites Ft. Worth S,motel,4.2,220,32.6507327,-97.3226826
Q16558,Fort Worth,499391379,way,Motel 6 Ft. Worth South,motel,3.9,158,32.650179,-97.3231471
Q16558,Fort Worth,499391413,way,Scottish Inns Fort Worth,motel,4.6,276,32.6427302,-97.3222349
Q16558,Fort Worth,499391541,way,Interstate Motel,motel,3.5,212,32.6638991,-97.3226302
Q16558,Fort Worth,499979841,way,Astro Inn of Ft Worth,motel,4.7,229,32.6976432,-97.3212824
Q16558,Fort Worth,500187512,way,Hampton Inn Fort Worth Southwest Cityview,hotel,3.2,7,32.6810793,-97.4023843
Q16558,Fort Worth,500453071,way,Vickery Inn Motel,motel,4.7,131,32.7118631,-97.4075885
Q16558,Fort Worth,500467179,way,Holiday Inn Express & Suites Fort Worth West,hotel,4.5,38,32.7360296,-97.4522092
Q16558,Fort Worth,500467210,way,Executive Inn,hotel,2.9,219,32.7158753,-97.4452241
Q16558,Fort Worth,500467617,way,Golden Gate Motel,motel,1.0,243,32.7230426,-97.4460654
Q16558,Fort Worth,500467625,way,Drummers Inn West,hotel,4.9,262,32.722684,-97.4431249
Q16558,Fort Worth,500467640,way,Landmark Lodge Motel,motel,3.0,183,32.7219644,-97.4456704
Q16558,Fort Worth,500468870,way,Americas Best Value Inn Forth Worth,motel,4.0,8,32.7369962,-97.4629841
Q16558,Fort Worth,500509227,way,Relax Inn,motel,2.8,181,32.7371358,-97.4681736
Q16558,Fort Worth,500509228,way,Knights Inn,motel,2.4,8,32.7371915,-97.4639915
Q16558,Fort Worth,500522331,way,Hiway Motel,motel,2.4,106,32.7252007,-97.4901341
Q16558,Fort Worth,500538847,way,All Seasons Motel,motel,2.4,115,32.7066064,-97.304718
Q16558,Fort Worth,500538873,way,Ace Motel,motel,3.3,162,32.7054257,-97.3039957
Q16558,Fort Worth,500541888,way,Motel 6 Fort Worth - Seminary,motel,4.2,251,32.6857699,-97.3198622
Q16558,Fort Worth,500541890,way,Days Inn,hotel,3.3,172,32.6856914,-97.3200077
Q16558,Fort Worth,500541984,way,Super 7 Inn,motel,3.1,81,32.6824375,-97.31958
Q16558,Fort Worth,500541986,way,Delux Inn,motel,2.2,112,32.681818,-97.3195759
Q16558,Fort Worth,500541996,way,Dalworth Inn,hotel,2.9,299,32.6754539,-97.3190865
Q16558,Fort Worth,500726861,way,Great Western Inn Motel,motel,1.7,140,32.7066768,-97.2331886
Q16558,Fort Worth,504807704,way,La Quinta Inn & Suites Fort Worth Eastchase,hotel,4.0,23,32.7610287,-97.1741091
Q16558,Fort Worth,505921488,way,La Quinta Inn & Suites Fort Worth - Lake Worth,hotel,4.1,288,32.8026088,-97.4245058
Q16558,Fort Worth,505921492,way,Comfort Suites Lake Worth,hotel,2.0,272,32.8022297,-97.4267639
Q16558,Fort Worth,505964874,way,The Rogers Hotel,hotel,3.3,11,32.3857099,-96.846966
Q16558,Fort Worth,507421797,way,Courtyard Fort Worth at Alliance,hotel,2.1,150,32.9162965,-97.314307
Q16558,Fort Worth,508507731,way,Hampton Inn & Suites,hotel,4.9,279,32.9743621,-97.3070575
Q16558,Fort Worth,508507732,way,Residence Inn,hotel,2.2,279,32.9729096,-97.3068374
Q16558,Fort Worth,508507736,way,Hilton Garden Inn,hotel,4.5,50,32.9713757,-97.3056102
Q16558,Fort Worth,508511749,way,Dallas/Fort Worth Marriott Hotel & Golf Club at Champions Circle,hotel,3.8,98,33.0190264,-97.2886069
Q16558,Fort Worth,509081539,way,Studio 6,hotel,4.9,157,32.5760657,-97.322459
Q16558,Fort Worth,509096006,way,Staybridge Suites West Fort Worth,hotel,3.9,172,32.7633569,-97.4797069
Q16558,Fort Worth,509096115,way,Best Western,hotel,3.4,249,32.7619797,-97.4797722
Q16558,Fort Worth,512976618,way,Chaska House,guest_house,2.8,108,32.3901787,-96.8538671
Q16558,Fort Worth,512976633,way,The English Merchant's Inn,guest_house,2.9,57,32.389789,-96.8544618
Q16558,Fort Worth,515660975,way,Days Inn & Suites by Wyndham Euless DFW Airport South,hotel,1.0,278,32.8217493,-97.0640672
Q16558,Fort Worth,515669444,way,Holiday Inn Express & Suites,hotel,5.0,123,32.420323,-96.8370869
Q16558,Fort Worth,515732326,way,Comfort Suites,hotel,3.3,281,32.4239304,-96.8484397
Q16558,Fort Worth,516474140,way,Best Western Plus,hotel,3.3,300,32.4312813,-96.8390526
Q16558,Fort Worth,517412793,way,La Quinta Inn & Suites Waxahachie,hotel,1.7,114,32.4166236,-96.8362495
Q16558,Fort Worth,517764836,way,La Quinta Inn,hotel,2.7,36,33.0637699,-96.8968254
Q16558,Fort Worth,524697149,way,Motel 6,motel,1.9,196,33.2327703,-97.1761742
Q16558,Fort Worth,524697156,way,Days Inn by Wyndham Denton,hotel,1.9,111,33.2340082,-97.1762361
Q16558,Fort Worth,524729847,way,Embassy Suites,hotel,3.2,233,33.223203,-97.1689013
Q16558,Fort Worth,533520710,way,Fairfield Inn & Suites,hotel,2.0,221,32.4240686,-96.8610854
Q16558,Fort Worth,533520711,way,Hampton Inn,hotel,3.7,298,32.4234881,-96.8615688
Q16558,Fort Worth,535095673,way,The Ricardo Marriott DFW Westlake,hotel,2.5,293,32.9787678,-97.168774
Q16558,Fort Worth,542160116,way,Residence Inn Denton,hotel,2.5,241,33.1730599,-97.0869038
Q16558,Fort Worth,543873022,way,Aloft Dallas Love Field,hotel,3.8,133,32.8265289,-96.8478484
Q16558,Fort Worth,543979464,way,Hilton Garden Inn,hotel,3.7,235,32.4414485,-97.7787773
Q16558,Fort Worth,546718211,way,Hawthorn Suites by Wyndham Dallas Love Field Airport,hotel,2.6,179,32.8189344,-96.8641846
Q16558,Fort Worth,553662865,way,Hampton,hotel,4.7,208,32.8244569,-97.0594057
Q16558,Fort Worth,561133460,way,Super 8,motel,2.3,108,32.9204369,-97.0770414
Q16558,Fort Worth,561644463,way,OYO Hotel,motel,3.9,15,33.245369,-97.603922
Q16558,Fort Worth,562605596,way,Motel 6,motel,4.2,221,32.4101416,-96.8712632
Q16558,Fort Worth,562605597,way,Super 8,motel,1.9,10,32.411639,-96.8713073
Q16558,Fort Worth,565968120,way,Best Western Plus,hotel,2.9,275,33.1309353,-97.0370855
Q16558,Fort Worth,565968128,way,Comfort Inn & Suites,hotel,1.1,207,33.1321419,-97.039428
Q16558,Fort Worth,565991009,way,Holiday Inn Express & Suites Irving Conv Center - Las Colinas,hotel,2.3,176,32.8795882,-96.9454432
Q16558,Fort Worth,578185468,way,Quality One Motel,motel,2.1,116,32.7258946,-97.8243506
Q16558,Fort Worth,578185469,way,Econo Lodge,motel,4.1,101,32.7266424,-97.8238031
Q16558,Fort Worth,579969910,way,Executive Inn,hotel,1.9,140,32.3988045,-96.871077
Q16558,Fort Worth,579969919,way,Dallas Inn,hotel,1.1,262,32.4008643,-96.8717662
Q16558,Fort Worth,603574475,way,La Quinta Inn,hotel,1.1,187,32.7547163,-97.0658779
Q16558,Fort Worth,603601416,way,Baymont Arlington at Six Flags Dr,hotel,4.1,165,32.7539097,-97.0652298
Q16558,Fort Worth,603895907,way,Best Western Roanoke Inn & Suites,hotel,1.6,207,33.0042115,-97.2202184
Q16558,Fort Worth,612389863,way,Great Wolf Lodge,hotel,3.6,9,32.9413976,-97.0599293
Q16558,Fort Worth,612765672,way,Holiday Inn Express & Suites,hotel,1.8,89,32.9200497,-97.080588
Q16558,Fort Worth,612765683,way,Comfort Inn Grapevine Near Dfw Airport,hotel,1.9,190,32.9251918,-97.0762108
Q16558,Fort Worth,612772753,way,Hilton Garden Inn,hotel,4.2,269,32.920094,-97.079959
Q16558,Fort Worth,612774972,way,Hampton Inn & Suites,hotel,3.7,39,32.9564066,-97.0375701
Q16558,Fort Worth,612774973,way,Comfort Suites DFW N/Grapevine,hotel,3.6,187,32.956742,-97.0367885
Q16558,Fort Worth,612774980,way,SpringHill Suites,hotel,4.7,50,32.9621507,-97.0462711
Q16558,Fort Worth,612774981,way,Hyatt Place,hotel,4.5,34,32.9611393,-97.0464307
Q16558,Fort Worth,612774982,way,Homewood Suites by Hilton Dallas-DFW Airport N-Grapevine,hotel,3,105,32.9607309,-97.0456842
Q16558,Fort Worth,612774983,way,Hilton,hotel,4.4,262,32.9594486,-97.0468837
Q16558,Fort Worth,612784459,way,Courtyard,hotel,1.5,110,32.9368213,-97.0119055
Q16558,Fort Worth,615402111,way,Homewood Suites by Hilton Dallas-Lewisville,hotel,1.7,145,33.0086548,-96.9685279
Q16558,Fort Worth,633450754,way,Courtyard,hotel,4.9,191,32.9864227,-96.9004009
Q16558,Fort Worth,634050222,way,NYLO Irving / Las Colinas,hotel,3.3,211,32.8967533,-96.9631777
Q16558,Fort Worth,638844720,way,Best Western Plus,hotel,3.2,93,32.7837955,-97.0607187
Q16558,Fort Worth,640668280,way,Omni Mandalay Hotel at Las Colinas,hotel,3.0,235,32.8672549,-96.9376295
Q16558,Fort Worth,640671380,way,Extended Stay America,hotel,3.9,129,32.7695845,-97.0642125
Q16558,Fort Worth,640671761,way,DoubleTree by Hilton Arlington DFW South,hotel,3.4,138,32.7730557,-97.0636792
Q16558,Fort Worth,640979277,way,Mayflower Motel,motel,1.6,95,32.739351,-97.119828
Q16558,Fort Worth,641970458,way,Motel 6 Arlington TX Entertainment District,hotel,1.4,188,32.7487881,-97.0979409
Q16558,Fort Worth,641970516,way,Comfort Suites Arlington - Entertainment District,hotel,2.2,222,32.7587035,-97.1100373
Q16558,Fort Worth,641987367,way,Ranger Inn & Suites,motel,4.5,77,32.7545102,-97.066771
Q16558,Fort Worth,641987369,way,Homewood Suites,hotel,2.6,100,32.7529376,-97.0652712
Q16558,Fort Worth,641987371,way,Sleep Inn Arlington Near Six Flags,hotel,4.5,155,32.7537116,-97.0661767
Q16558,Fort Worth,642041013,way,SpringHill Suites Dallas Arlington North,hotel,3.3,50,32.7632471,-97.0787222
Q16558,Fort Worth,642270413,way,Motel 6,motel,4.7,67,32.7666906,-97.0616884
Q16558,Fort Worth,642270563,way,Hyatt Place Dallas/North Arlington/Grand Prairie,hotel,4.5,142,32.7720104,-97.060531
Q16558,Fort Worth,642281407,way,"Country Inn & Suites, Grand Prairie-DFW-Arlington, TX",hotel,2.5,125,32.7837205,-97.0582116
Q16558,Fort Worth,642682186,way,Hilton Garden Inn,hotel,3.2,137,32.8344831,-97.0229397
Q16558,Fort Worth,642723226,way,Knights Inn,motel,3.8,141,32.7554205,-97.0624384
Q16558,Fort Worth,642723915,way,"The Arlin, Arlington, a Tribute Portfolio Hotel",hotel,1.2,200,32.7606301,-97.0564383
Q16558,Fort Worth,642745098,way,Lux Hotel & Spa,hotel,1.6,128,32.7402557,-97.0600179
Q16558,Fort Worth,642745616,way,Rodeway Inn,motel,3.9,54,32.7405351,-97.0473498
Q16558,Fort Worth,642745665,way,Days Inn,hotel,4.7,5,32.7479116,-97.0612394
Q16558,Fort Worth,642766248,way,R Nite Star Inn & Suites,hotel,2.2,55,32.765132,-97.0641114
Q16558,Fort Worth,642766251,way,"Holiday Inn Express & Suites Arlington North Stadium Area,",hotel,2.6,171,32.7632976,-97.0658424
Q16558,Fort Worth,642766257,way,Hilton Arlington,hotel,4.5,33,32.7624721,-97.0672915
Q16558,Fort Worth,642766263,way,Residence Inn Arlington,hotel,2.1,112,32.7639309,-97.0659741
Q16558,Fort Worth,642766270,way,Aloft Dallas Arlington Entertainment District,hotel,4.7,98,32.7613675,-97.0747131
Q16558,Fort Worth,642766273,way,Hampton Inn & Suites,hotel,1.6,213,32.7628852,-97.0726957
Q16558,Fort Worth,642766288,way,Candlewood Suites,hotel,2.0,243,32.763902,-97.0707182
Q16558,Fort Worth,642766342,way,Hilton Garden Inn Dallas/Arlington,hotel,1.1,195,32.7606821,-97.071642
Q16558,Fort Worth,642766351,way,Extended Stay America,hotel,1.4,292,32.7608167,-97.0673345
Q16558,Fort Worth,642766352,way,Fairfield Inn & Suites Arlington Near Six Flags,hotel,2.0,15,32.7610017,-97.0665489
Q16558,Fort Worth,642984184,way,Fairfield Inn & Suites Dallas DFW Airport North/Coppell Grapevine,hotel,3.6,114,32.9687166,-97.030778
Q16558,Fort Worth,643448909,way,Courtyard Dallas Las Colinas,hotel,1.8,221,32.8862281,-96.964855
Q16558,Fort Worth,643456321,way,La Quinta Inn & Suites,hotel,4.8,176,32.8655693,-96.9607287
Q28603,Frankfort,1891130268,node,Quality Inn,hotel,2.4,180,38.2744409,-84.5549128
Q28603,Frankfort,2542532812,node,Homewood Suites,hotel,3.1,48,38.0181209,-84.4100497
Q28603,Frankfort,3238427986,node,Best Western,hotel,3.7,33,37.9602859,-84.3868616
Q28603,Frankfort,4173244874,node,Home2 Suites,hotel,1.5,263,38.0176,-84.557722
Q28603,Frankfort,7396276398,node,Three Springs Campground,camp_site,3.8,218,38.4829247,-84.5683944
Q28603,Frankfort,8467972337,node,Sparta Campground,camp_site,1.5,112,38.6632235,-84.9372648
Q28603,Frankfort,9622660396,node,Motel 6,motel,4.3,101,38.2741248,-84.5539996
Q28603,Frankfort,10213044366,node,Hyatt Regency Lexington,hotel,3.0,51,38.0482876,-84.5018047
Q28603,Frankfort,11806932131,node,Comfort Inn,hotel,1.4,288,37.8370813,-84.5839879
Q28603,Frankfort,11806932134,node,Tru,hotel,3.8,142,38.0331394,-84.5223383
Q28603,Frankfort,12505756499,node,TownePlace Suites,hotel,1.3,171,38.2300019,-84.5317494
Q28603,Frankfort,13309292376,node,MainStay Suites,hotel,4.9,129,38.2736888,-84.5528479
Q28603,Frankfort,13619027380,node,The Manchester,hotel,2.8,193,38.0532824,-84.5100636
Q28603,Frankfort,74841681,way,Hilton Garden Inn,hotel,2.5,33,38.0200919,-84.4134463
Q28603,Frankfort,75116448,way,Sleep Inn,hotel,2.3,48,38.0191226,-84.4146226
Q28603,Frankfort,75116774,way,Courtyard Lexington South/Hamburg Place,hotel,2.8,105,38.0168116,-84.4148842
Q28603,Frankfort,137627813,way,Red Roof Inn,hotel,4.1,38,38.6842604,-84.6005531
Q28603,Frankfort,137627834,way,Quality Inn,hotel,3.1,30,38.6847202,-84.6035428
Q28603,Frankfort,160999945,way,21c,hotel,3.6,55,38.0471981,-84.4976412
Q28603,Frankfort,161003178,way,Hilton Lexington/Downtown,hotel,1.2,55,38.0484264,-84.5000851
Q28603,Frankfort,163035949,way,Embassy Suites,hotel,4.4,111,38.095124,-84.4890308
Q28603,Frankfort,178527107,way,Microtel Inn & Suites,hotel,3.1,27,38.6847526,-84.5990501
Q28603,Frankfort,178527151,way,Hampton,hotel,3.1,72,38.6841703,-84.6043018
Q28603,Frankfort,178540783,way,Sunrise Inn,hotel,2.0,193,38.6282434,-84.5765136
Q28603,Frankfort,206394394,way,Asbury Inn & Suites,hotel,1.3,232,37.8623453,-84.6593856
Q28603,Frankfort,233447444,way,Holiday Inn & Express,hotel,2.3,265,38.6520824,-85.1234712
Q28603,Frankfort,233447467,way,Best Western,hotel,4.3,63,38.6513683,-85.1244533
Q28603,Frankfort,242744147,way,Hyatt Place Lexington,hotel,3.2,15,38.0190333,-84.4105771
Q28603,Frankfort,243360180,way,Residence Inn,hotel,2.1,199,38.0176801,-84.5530586
Q28603,Frankfort,243360181,way,Courtyard Lexington Keeneland/Airport,hotel,3.4,87,38.0168373,-84.5532241
Q28603,Frankfort,243360188,way,Hampton Inn Lexington South-Keeneland/Airport,hotel,2.4,298,38.0163423,-84.5541775
Q28603,Frankfort,243360190,way,Fairfield Inn & Suites,hotel,1.9,87,38.0158036,-84.5539354
Q28603,Frankfort,243608462,way,Comfort Inn & Suites,hotel,4.0,269,38.0130017,-84.5567391
Q28603,Frankfort,258229096,way,Bluegrass Extended Stay,motel,1.7,241,38.0097286,-84.4525658
Q28603,Frankfort,258232101,way,Double Tree Hilton,hotel,3.3,49,38.0120227,-84.4546495
Q28603,Frankfort,285902292,way,The Sire Hotel,hotel,3.9,69,38.0487081,-84.4952646
Q28603,Frankfort,311573623,way,Fairfield Inn,hotel,1.2,263,38.222005,-84.5382825
Q28603,Frankfort,311574353,way,Hilton Garden Inn,hotel,3.8,287,38.2257185,-84.54036
Q28603,Frankfort,311574478,way,Best Western,hotel,1.0,180,38.2247074,-84.5404979
Q28603,Frankfort,313449887,way,Bourbon Hous,hotel,4.2,31,38.045726,-84.5041201
Q28603,Frankfort,316023429,way,The Kentucky Castle,hotel,2.1,64,38.0467113,-84.6529853
Q28603,Frankfort,316623047,way,Home2 Suites,hotel,1.6,67,38.0042815,-84.5163174
Q28603,Frankfort,317288757,way,Holiday Inn Express,hotel,1.5,49,38.1636775,-84.8939476
Q28603,Frankfort,317288771,way,Hampton,hotel,2.7,267,38.1647296,-84.8978384
Q28603,Frankfort,332199520,way,Hampton Inn Lexington Medical Center,hotel,2.2,177,38.0126905,-84.5175823
Q28603,Frankfort,359949628,way,A Storybook Inn Bed and Breakfast,guest_house,2.9,118,38.0528046,-84.7366792
Q28603,Frankfort,386423319,way,Kentucky Horse Park Campground,camp_site,4.4,215,38.1479478,-84.5067562
Q28603,Frankfort,401807098,way,Residence Inn,hotel,1.4,69,38.0201607,-84.4250344
Q28603,Frankfort,401899694,way,Floracliff Cabin,chalet,2.0,59,37.9043899,-84.3711074
Q28603,Frankfort,401967925,way,Fairyhouse Hall,guest_house,1.5,50,37.9319572,-84.4595408
Q28603,Frankfort,401979474,way,La Quinta Inn & Suites Lexington South / Hamburg,hotel,3.5,215,37.9608523,-84.384335
Q28603,Frankfort,401980323,way,Econo Lodge,motel,3.5,288,37.9627689,-84.3865749
Q28603,Frankfort,401980324,way,Comfort Inn,hotel,4.4,209,37.9631177,-84.3857095
Q28603,Frankfort,401980330,way,Days Inn by Wyndham Lexington Southeast,hotel,3.9,112,37.9614617,-84.3850787
Q28603,Frankfort,401984941,way,Extended Stay America - Lexington - Nicholasville Road,hotel,3.8,38,37.9958483,-84.5178874
Q28603,Frankfort,401984947,way,Red Roof Inn,hotel,1.6,111,37.9971234,-84.5188352
Q28603,Frankfort,402006383,way,Ronald McDonald House,guest_house,4.3,196,38.0232797,-84.5015497
Q28603,Frankfort,402064742,way,The Campbell House,hotel,1.0,57,38.0347812,-84.5247134
Q28603,Frankfort,402068728,way,SpringHill Suites,hotel,3.9,108,38.0409537,-84.5157162
