wikidata_id,destination_name,section_type,section_text
Q711,Mongolia,get_in,"==Get in==
Historically, Mongolia had a reputation for being a very difficult country to visit. Until the mid-1990s, you had to solicit an invitation letter from someone living in Mongolia to visit Mongolia. 

Lately, the visa rules have been relaxed and most people can enter the country without a visa. The Mongolian government declared the 2023-2024 tourist season the ""Year of Mongolia"", relaxing visa requirements for many countries, including all major Western nations. Whether this will become a permanent change is yet to be seen.

thumb|375px|Visa policy of Mongolia

Citizens of the following countries/territories can enter Mongolia visa-free:
*For up to 90 days: Argentina, Belarus, Brazil, Chile, Ecuador, Kazakhstan, Kyrgyzstan, Macau, Peru, Serbia, South Korea, Ukraine (with an ""official invitation"") and United States
*For up to 30 days: Citizens of Canada, Germany, Israel, Japan, Laos, Malaysia, Russia, Singapore, Thailand, Turkey, Uruguay, and Uzbekistan, as well as the following for tourism until the end of 2026: European Union member states, Australia, Liechtenstein, Monaco, New Zealand, Norway, Switzerland, and United Kingdom
*For up to 21 days: Philippines
*For up to 14 days: Hong Kong

Everyone else, however, must apply for a visa. Obtaining a visa — by default, the Mongolian authorities issue thirty-day visas to all tourists — is relatively straightforward and effortless.

Although requirements vary from diplomatic post to diplomatic post, you are normally asked to submit the following to obtain a Mongolian visa:

* A visa application form
* A passport-sized photo
* A passport with a validity of more than six months
* A copy of your travel itinerary
* A copy of your hotel reservation
* A copy of your bank statement
* A letter of invitation (if you intend to stay longer than 30 days in Mongolia)
* A letter of approval from the government (only required if you plan to study, work, or live in Mongolia)

Also, it is possible to acquire an expedited visa in a matter of hours at the Mongolian consulate in Erlian, though there is a steep US$50 fee for this service. A similar service is available in the Mongolian consulate in the Russian city of Irkutsk.

The Embassy of Mongolia in the UK website is useful for updates, with the visa page offering information on visa applications at the embassy.

The Embassy of Mongolia in China website hosts the form you will need to apply for your Mongolian visa in China, although the consulate does have them. To stay more than 30 days, you have to register at the Mongolia Immigration.

thumb|MIAT plane in Ulaanbaatar
Thanks to a booming mining sector, Chinggis Khaan International Airport () in Ulaanbaatar is now connected to some major airport hubs in eastern Asia and Istanbul and Frankfurt. Flag carrier MIAT Mongolian Airlines operates daily flights (during some peak season - twice a day) from Beijing and Seoul, twice a week flights from Hong Kong, Moscow and Tokyo (during some peak season - from Narita)."
Q711,Mongolia,get_around,"==Get around==
If you plan to travel around the countryside without a guide, take a GPS and some maps. The ""Mongolia Road Atlas"" is available in many book shops, it has over 60 pages and covers the whole country: there is a Latin-character version and Cyrillic-character version, in the countryside most people won't understand the Latin version. More detailed maps are available at the Mongolian Government Map Store. These maps are 1:500,000. Also, some other special-purpose maps and a good map of downtown Ulaanbaatar. The map store is on Ih Toiruu St. Go west from the State Department Store on the main street, called Peace, Peace and Friendship, or Ekhtavan Ave., two blocks to the large intersection with traffic lights, turn right (north) and the map store is about halfway along the block. There is an Elba electronic appliance store set back from the street, a yellow and blue building, the next building is a 4-story, Russian-style office building, the map store entrance is on the west side, toward the south end of the building. It lines up with the north wall of the Elba building.

Whichever the method of long-distance travel, keep in mind that everything in Mongolia has a tendency to break down. Don't be shocked if part of the suspension breaks and the driver jerry-rigs a carved wooden block in the place of a mount. For more serious breakdowns, it can easily take an entire day or longer for somebody to come along and help, so leave plenty of slack in itineraries. Finally, Mongolians are rather notorious for being late. A bus that is scheduled to leave at 08:00 will probably not be out of the city until almost 11:00.

The entirety of the country is public property, and - especially in the winter - drivers will simply peel off the paved roads and chart their own paths to get to a certain destination. Often, many of the destinations are not near any permanent roads, requiring this off-roading to get to them. If driving off-road, take extra care to ensure that you have the proper supplies and knowledge to survive in the event your vehicle breaks down or gets stuck. It is also highly recommended to have a guide who knows the area and/or a strong knowledge of Mongolian with which you can converse with local nomads to inquire where exactly your destination is and how to get to it.

thumb|An AeroMongolia plane
The easiest way to travel long distance is via one of the domestic airlines: AeroMongolia or Hunnu Air. Almost all flights are between Ulaanbaatar and the Aimag centers. Except for mines in the south Govi and Choibalsan, which use Boeing 737s, most flights use turboprop regional planes. AeroMongolia uses a two-tier price structure, charging foreigners significantly more than locals, while Hunnu has only one price. Other than price, there is little difference between the airlines. Air travel agents, guest houses and hotels can help you to obtain domestic air tickets in Mongolia.

*
*

There is only one railway company in Mongolia, owned by the Russi"
Q3748,Monrovia,get_in,"== Transport ==
thumb|[[Roberts International Airport Terminal]]

Boats link the city's Freeport of Monrovia, the country's busiest port, with Greenville and Harper. The nearest airport is Spriggs Payne Airport, located less than four miles () from the city center. Roberts International Airport, the largest international airport in Liberia, is away in Harbel.

Monrovia is connected with the rest of the country via a network of roads and railways. Monrovia is listed as the home port by between ten and fifteen percent of the world's merchant shipping, registered in Liberia under Flag of Convenience arrangements. Both private taxis and minibuses run in the city, and are supplemented by larger buses run by the Monrovia Transit Authority.

In recent years (2005–present) the roads on many streets in Monrovia have been rebuilt by the World Bank and the Liberian Government. Private and public infrastructures are being built or renovated as reconstruction takes place."
Q6022566,Monte Águila,get_in,"== Get in ==

The town does not have airports, but it can be reached through the city of Concepcion, through Carriel Sur Airport, a short distance from Concepción, specifically Talcahuano. 

You can take a train (EFE) that arrives to Chillán, to later make a transfer to a bus that goes to the town of Yumbel to reach Monte Águila (paid separately). The section consists of two and a half hours and is done by a paved road and in primordial conditions.

From Santiago de Chile, there are different buses, which leave from the Santiago Central Station bus terminal. Also, from Concepción, buses leave to Cabrero, which requires a transfer to Monte Águila by minibuses or buses on the Chillán-Yumbel route.

If you are coming on Route 5 South, at the height of km. 465, there is an exit to the city of Monte Águila, which will easily allow you to arrive. Another alternative is to enter the city of Cabrero, then follow the route that goes to the side of the railway line to the south, ."
Q6022566,Monte Águila,get_around,"== Get around ==

The collective locomotion service (traditionally called ""micros"") of Monte Águila is made up of buses that run through the city, and with routes to Cabrero and Yumbel, for values close to 500 pesos throughout the tour.

The vast majority of the streets of Monte Águila are paved and have few structural failures, however, there are older and not-so-central sectors in which unpaved or neglected streets predominate; Watch for possible potholes on the pavement.

thumb|478x478px|Monte Águila railway station"
Q1335,Montevideo,get_in,"==Get in==
Montevideo is on the north bank of the Rio de la Plata.

thumbnail|A jet bridge in the Carrasco International Airport
* 

From the airport there are two kinds of buses to central Montevideo. Public transit buses travel from the airport to the , a few blocks north of Plaza Independencia. The bus stop is right out the airport to the left where a big bus sign is visible. Take any bus showing ""Montevideo""&mdash;all go into the centre. They go every 10-20 min, take 1-1.5 hr and tickets are U$59. You can get off at any stop before the station in case you have an accommodation somewhere between Pocitos and Cordón.

The second type of bus transportation is the intercity coaches, travelling eastbound to places like Punta del Este, or travelling westbound into the city. The westbound buses will take you to Tres Cruces bus station east of the city centre. A one-way ticket into the city on the COT line costs U$134 (Uruguayan pesos). As you exit the terminal, walk to the right, buy a ticket in the COT office (or you can buy it on board the bus) and walk further 20 m forwards, where the stop for those buses is. Since both eastbound and westbound intercity buses stop at the airport, be sure to check that you're getting on a bus going in the right direction.

A private company also offers airport taxi service for a hair-raising US$60. That same company ostensibly offers a shuttle service that will run when enough passengers buy tickets. However, with the same company offering both services and the margins on the taxis service being much more profitable, the shuttle service is, surprisingly, never available.

Exchanging money at the airport is notoriously expensive, with rates about 20% off the official interbank rates. So, better to opt for a ""cambio"" in the city centre, where rates are just about 3% off.

Another possibility for travelers who are heading to Montevideo from nearby Buenos Aires is to take the high-speed ferry operated by Buquebus. A one-way ticket, tourist class, costs about ARS 90,000 if booked at least a month in advance and takes about 2.5 hr. There are several boats a day. The ferry arrives in the district of Montevideo, situated very close to downtown - a cab ride to a hotel in El Centro or Pocitos is much shorter and cheaper than from the airport.

Ferry service from Buenos Aires is also available via the same company Buquebus via Colonia. The ticket can include the bus to Montevideo from Colonia. This route is cheaper and about 1-2 hr longer than the direct crossing. The crossing from Buenos Aires to Colonia by fast ferry takes about one hour. The city of Colonia itself with its old buildings is a UNESCO World Heritage Site and certainly worth visiting. The bus ride from there to Montevideo's main bus terminal takes 2-3 hr and bus tickets cost around U$188. One traveler paid U$179 one-way to Colonia, about 2-3 hr. Efficient and on time.

Grimaldi Lines offers transport by freighter from European ports, the journey taking several"
Q1335,Montevideo,get_around,"==Get around==

thumbnail|Buses at Plaza Independencia

Buses are the only form of mass public transit available in town, so it's likely you'll use them at some point.

STM transit cards are free, give discounts on the many types of fares and allow for buses integration: U$29 for 2 buses in 1 hr or U$44 for any number of buses in 2 hr, against U$36 for the normal fare paid in cash. You can get yours at the Abitab shop on the ground floor of Tres Cruces Terminal, or in any other agreed post. Abitab minimal top-up is of U$100.

Be aware that there are no route maps at the bus stops, that the lines deserving a certain stop might not be indicated, and that the bus stop might not have any mark at all.

There are a few routing tools to help with the task of figuring out the bus system: Moovit app is a traveller's favorite because it's available in many other cities around the globe and has an intuitive interface in many languages (most notably English, Portuguese and Spanish) and Cómo ir is the official app launched by the Montevideo Administration. Other options are MontevideoBus and Bondi.

Montevideo buses are entered through the front door. The fee is paid either to the driver or to the collector (if present) sat to the right. There are many types of tickets available and you are supposed to say which one you want: if you don't know, say una-hora. Remember to take the receipt and keep it with you for the duration of your trip because control officers might board the bus and ask for them. In many buses, the ""please stop"" button is over the doors - observe others if in doubt.

Notice that the line CA1, which connects Tres Cruces Terminal to Ciudad Vieja, is exceptionally included on the ""boleto céntrico"" type of fare, so it's cheaper: U$20 if paid by card, U$26 if in cash (against U$29/36 for other lines on the same route).

thumbnail|The pedestrian street Perez Castellano in Ciudad Vieja
Montevideo is a relatively safe city and if you are getting around by foot, you will have time to see the beautiful architecture of Montevideo. The city is built on a slight hill, the spine of which extends into the Rio de la Plata to create the point that was the original city (Ciudad Vieja). From the Plaza de la Independencia, the main street that extends east from the plaza is 18 de Julio Ave. El Centro (downtown) is in this area and there will be lots of shops and places to change money.

If you are arriving at the central bus station you can walk south along General Artigas until Parque Rodo looking at old buildings. From there you can walk east along the beach promenade which reminds of Ipanema in Rio de Janeiro. Another alternative is to walk east from the bus terminal to Parque Batlle and its Estádio Centenário - the home of Uruguay's football team and site of the 1930 FIFA World Cup. A third alternative is to walk towards the city center and the old town along 18 de Julio, it's around 4 km to Plaza Independencia.

Separate traffic lights for pedestrians are"
Q29364,Montgomery,get_in,"==Get in==

* 

The two major interstate highways that serve Montgomery are I-85, which connects Montgomery with Atlanta, Georgia; and I-65 which connects Montgomery with Birmingham to the north and Mobile to the south.

* 
*"
Q29364,Montgomery,get_around,"==Get around==
Montgomery Area Transit System (MATS) operates the bus and trolley system in Montgomery."
Q6441,Montpellier,get_in,"==Get in==

* 

The airport is very well connected by way of Air France's central hubs in Paris. If flying to Montpellier from abroad, chances are you will most likely have to transfer at CDG Airport.

Direct flights connect this airport with major cities in France, Algeria, Germany, Morocco, as well as 2 London airports, Tunis, Basel, Stockholm, Seville, Lisbon, Amsterdam, Rotterdam, Luxembourg, Rome, Athens and Copenhagen.

Montpellier is well-served by trains, with both high-speed services from Paris (3 hr) via Lyon (1½ hr) with some trains starting in Lille (5 hr). International services from Barcelona and Madrid is also available. Regional and intercity trains connects Montpellier with most destinations in Southern France. Some high-speed service, most notably international services between France and Spain now bypass city centre and the historic Saint-Roch station. Instead they call at Sud de France, a new dedicated high-speed station southwest of the city.

* 
* 

There is a coach station in the city centre, less than 500 m from the main train station.

Five bus companies can bring you from Nantes: Flixbus, BlablaCar Bus and Alsa.

From the A9 motorway, take any of the 5 exits that serve Montpellier:
*Vendargues
*Montpellier Est
*Montpellier Sud
*Montpellier Ouest
*Saint Jean de Vedas

The A75 is free of charge between Clermont-Ferrand and Montpellier.

Park at a tramway station (e.g. Occitanie, Jacou) and take a tram: parking in the town centre can be hard, so be sure to have your licence.

The nearest sea port, in Sète, has ferry crossings to the Balearic Islands, Maghreb and Corsica."
Q6441,Montpellier,get_around,"==Get around==

Montpellier is a compact city and walking across the whole city centre does not take long.

thumb|VéloMagg
The tourist information office have a map Montpellier à vélo, which shows you where the best places to go by bike are and places where it is dangerous to cycle. The city has an extensive network of cycle paths, often separated from traffic for added safety. There is also a bike path running all the way to the beaches at Palavas-les-Flots and Carnon. The ride from the city to the beach takes about an hour.

Bikes may be rented at machines (VéloMagg) in various places in the city centre including Virgin, the tourist office on the place de la comedie and the main TAM velo office, located adjacent to the train station. The price is €10 for one day (2025).

If you are cycling in the old centre, that there are streets which are actually staircases and although they are a sight to behold (the Rue du bras de fer), a glorified shopper bike will not tackle them as well as a fully suspended Cannondale.

Whereas a smart card allows a 24-hr/day use, only a small subset of the Velo Magg kiosks operate on Sundays, in which case it may be better to visit one of the manned offices, either adjacent to the train station or near l'Opéra.

Montpellier has a comprehensive public bus system. Many buses leave from stops in front of the train station. Buses use the same tickets as the tram; you can purchase tickets from the automatic machines located at each tram stop, or you may purchase tickets from the driver. If you purchase a ticket from a machine, be sure to validate it in the machine when boarding. One-way tickets cost €1.40 and can be reused for transfers up to one hour from the first validation. Round-trip (aller-retour) tickets are €2.50. Bus service is limited on weekends and the last buses run before 09:00 all week.

The most notable bus lines for visitors are line 28, which runs from the Port Marianne tram station to the beach at Palavas les Flots, and L'Amigo late night bus, which runs from the main bus stop in front of the train station to the nightclubs on the outskirts of town. The 28 is often crowded, and the last stop is a 20-min walk from the beach. Still, this is the best way to get to the beach if you do not have a car.

There are several parking lots in the city centre. However, it is inadvisable to travel in the city centre by car as it gets busy, you will get stuck in traffic, and it's not very well signposted. The city centre is also a traffic-free zone. Your best bet is to park by a tram station at the end of a line such as Odysseum on line 1 or Sabines on line 2, but if you do insist on driving, parking in the Polygone shopping centre will save you a lot of your precious spending money!

thumb|[[File:Tram-Logo.svg|20px (2026) The Tram Network]]
thumb|One of the Montpellier trams
The Montpellier tram service features four lines: line 1 from west to east (MossonOdysseum) line 2 from south-west to north-east (Saint-Jean-de-Ve"
Q340,Montreal,get_in,"==Get in==
 is used as the metropolitan area airport code for the airport and rail station.

* () ( / ), also known to locals as Dorval Airport, is west of the city centre on Expressway (Autoroute) 20. It is well-connected domestically, and to Europe and the United States, but connections to the rest of the world are much more limited. Travel time to the airport from the city centre can be as much as an hour, depending on traffic.

Plattsburgh International Airport and Burlington International Airport, in the United States, are 1 hr 20 min and 1 hr 50 min away, respectively, by car from Montreal. Adirondack Trailways offers a bus service from Plattsburgh International Airport to Montreal. Greyhound offers a bus service from Burlington International Airport to Montreal. For travellers from the US, these airports may offer a significant cost savings compared to Trudeau but at the added inconvenience of arranging ground transportation between the US and Canada.

From Toronto, take Highway 401 east about 5 hr until it becomes Autoroute (freeway) 20 on the Quebec side of the border. It will then take about an hour to get to downtown. Be alert for frequent speed-limit changes along this road. To reach downtown follow the Centre-Ville signs and take Autoroute 720 (Autoroute 20 continues over the Pont Champlain bridge to the South Shore).

From Ottawa, it's about 2 hours east along Highway 417 (which becomes Autoroute 40 in Quebec) to Montreal. The portions of Highway 417 and Autoroute 40 between Ottawa and Montreal (west of the Autoroute 40 interchange with Autoroute 25) are part of the Trans-Canada Highway.

From Quebec City, it's about 3 hours west on either Autoroute 40, or Autoroute 20 followed by Autoroute 25. Autoroute 20 west of Rivière-du-Loup and Montreal area portions of Autoroute 25 between Autoroute 40 and Autoroute 20 are parts of the Trans-Canada Highway.

From New York City, take Interstate 87 north through Albany and the eastern half of New York State for about six hours. After the border crossing near Plattsburgh, the freeway becomes Autoroute 15, which leads directly into downtown Montreal over the Pont Champlain, the most beautiful approach to the city. The drive time from Plattsburgh to downtown Montreal is approximately one hour.

From Boston, take Interstate 93 to Interstate 89 after you cross into New Hampshire. Follow Interstate 89 north to and through Vermont to the border crossing, where it turns into Highway 133. This secondary road continues to Autoroute 10, which leads directly into downtown Montreal. The whole trip takes about 5 hours. Once you cross the border it is about 1½ hours to Montreal.

From Rouyn-Noranda, Val-d'Or, and Mont-Tremblant, take route 117, and transfer on to Autoroute 15. Route 117 is part of a branch of the Trans-Canada Highway, that starts from its interchange with Autoroute 40 (Trans-Canada Highway's main route) in Montreal, which becomes Highway 66 in Ontario. Highway 66 ends as part of the Trans-Ca"
Q340,Montreal,get_around,"== Get around ==

Montreal has historically been divided into east and west by boulevard Saint-Laurent, with the west side traditionally being Anglophone and the east side traditionally being Francophone. Numbered addresses on streets that cross Saint-Laurent start there and increase in either direction; most addresses are given as ""rue ____ Ouest"" (west) or ""rue ____ Est"" (east). Many streets are named after Catholic saints and figures from local history, both well-known and obscure. In Montreal street names, ""east"" and ""west"" refer to the direction parallel to the St. Lawrence River, and ""north"" and ""south"" refer to the direction perpendicular to the St. Lawrence River. Because the St. Lawrence River runs almost north-south near downtown Montreal, ""east"", ""west"", ""north"", and ""south"" are actually northeast, southwest, northwest and southeast respectively. Confusingly, most maps displayed in the city have ""Montreal north"" on top which can be confusing with a satellite navigation that uses pole north. Also, don't try to navigate by looking at the sun!

Walking is a favoured way to get around the densely packed downtown and the narrow streets of Old Montreal, especially during the warmer months. However, beware during winter months, as sidewalks can be icy and extremely hazardous after winter snow and ice storms. Winter boots with good grip are essential for surviving pavements that have not been cleared. Beware also (as much as you can) of thawing ice falling from overhanging balconies and roofs. But you can always take the stairs down to Montreal's famous ""Underground City"" (Montréal souterrain), called RÉSO, a network of pedestrian corridors connecting Métro stations, shopping centres, and office complexes.

Jaywalking is widespread and rarely punished. However, drivers will usually not stop or even slow down if a pedestrian steps out in front of them, even at marked crosswalks. At an intersection, however, a pedestrian will have right of passage before turning traffic and most drivers respect this. Despite Montreal drivers' poor reputation for aggressiveness, they generally respect pedestrians.

Rue Sainte-Catherine is Montreal's main commercial artery and busiest pedestrian thoroughfare. The ""Underground City"" and the Green Line (or line 1) of Montreal's Metro is easily accessible from all the major office complexes, shopping malls, department stores, and theatre complexes that line it. Smaller chain stores and restaurants also vie for valuable commercial space. Well-kept historic churches with green space provide quiet oasis and contrast with the giant neon signs of strip clubs. Major hotels can generally be found one or two blocks north and south of Sainte-Catherine in the downtown core. Bars, restaurants, and dance clubs cluster within a block of Sainte-Catherine around Crescent and Bishop, catering to a mostly English-speaking clientele. Rue Saint-Denis, farther east, and the Gay Village between Berri and de Lormier, even more to the east"
Q3901,Moroni,get_in,"== Transport ==
thumb|[[Prince Said Ibrahim International Airport]]
thumbnail|150px|left|Moroni Harbour
The country's civil aviation authority, Ministère des Postes et Télécommunications de la Promotion des Nouvelles Technologies de l'Information et de la Communication chargé des Transports et du Tourisme, is located in Moroni, as is the National Agency of Civil Aviation and Meteorology. 
Moroni is served by the Prince Said Ibrahim International Airport, located at Hahaya, about north of the town. However, there are no direct flights to Europe. It is a civilian airport at an elevation of and has a paved runway which has dimensions of . Airlines which operate international flights to this airport are Ethiopian airlines, Air Tanzania, Air Austral and Kenya Airways. However, between the islands, the local airlines, Int'Air Iles and AB Aviation operate.

On 30 June 2009, Yemenia Flight 626, en route from Yemen to Moroni, crashed into the Indian Ocean with 153 passengers and crew on board, many from France.
thumbnail|Moroni Port in the foreground
There is a major harbour though small in size with regular transport to the African mainland and the other islands in the Comoros archipelago, as well as Madagascar and other Indian Ocean islands. The port is a small quay of with a draught of , and hence is not suitable for large ships to enter as coral reefs pose a threat to safety. It supports a maximum vessel size of . The channel depth is , with an anchorage depth of , a cargo pier depth of and a terminal depth of . Within the harbour's mini industrial zone, a local container terminal was managed by Gulfcom Port Management SA between 2006 and 2012, after which Bolloré Africa Logistics won the concession and will partner with Cofipri, a Luxembourg investment company. Storage facilities such as warehouses have been established to facilitate imports and exports and also for petroleum storage."
Q649,Moscow,get_in,"==Get in==
See Russia#Get in for visa requirements to Russia.

Moscow ( for all airports) has four commercial passenger airports. The ones foreign visitors are most likely to arrive in are Sheremetyevo and Domodedovo.

To travel between the airport and the city:
* Aeroexpress is the only rail link to the airport. Trains operate between the airport and the Belorussky Railway Terminal in the northwest section of the city centre. It also makes additional stops at Okruznaya, Savelovsky train station and Begovaya, where you can connect to the metro. Trains stop every 30 or 60 minutes from 05:00 to 00:30. The journey takes 50 minutes and costs ; tickets can be purchased online. Keep your paper or mobile ticket for the entire Aeroexpress journey. From the Belorussky Railway Terminal, the journey to the city center takes an additional 20 minutes by metro.

* Bus #851 ( for a 90-minute transfer ticket purchased from the driver) and Bus #949 () operate service between the terminals and the Rechnoy Vokzal Metro Station of Metro Line 2 (dark green). If taking a cheaper regular bus #851 or #817 (see below), the driver hands you a red card, which you then have to validate at the scanner, or you can purchase a ticket or Troika transport card at the ticket machine right at the bus stop in front of Terminal D arrival hall's exit. The majority of drivers don't speak any English, so don't depend on them for assistance. Once you get off the bus, continue by foot a few steps in the direction the bus was going in, and you'll see the metro station on your right in the first opening between the buildings. When returning to the airport, after leaving the Rechnoy Vokzal metro station, cross the street, go around the fence on the other side of the street and look for the bus under the orange-colored shopping center.

* Bus #817 ( for a 90-minute transfer ticket purchased from the driver) or Bus #948 () operate service between the terminals and the Planernaya metro station, at the northwest terminus of Metro Line 7 (purple). The journey by bus to the metro stations takes approximately 40 minutes and the journey to the city centre by metro takes an additional 40 minutes. Buses operate from approximately 05:30 to 00:45.

* Bus #1195 ( one-way or round-trip), operated by Aeroexpress, connects terminals B and C with Khovrino metro station. Runs every 10 minutes between 6AM and 11:30PM, the journey lasts 20 minutes. Tickets can be bought online and in the bus.

* Night Bus H1 () operates every 30 minutes between 00:30 and 05:30. The bus operates between the airport, city center (including Kitay-Gorod Transport Hub, where you can change to other night routes), and Yugo-Zapadnaya metro station.

* Yandex Taxi is the official taxi mobile app serving the airport. Prices to the city center are approximately .

* Driving past the toll bar should be avoided whenever possible as there are fees to do so. In addition to entry charge of /hour (rounded up to the next hour), after entering t"
Q649,Moscow,get_around,"==Get around==

Yandex Maps is the best mobile app for planning journeys on public transport.

The metro is comprehensive, boasts some great architecture, and is relatively cheap. City buses, trolleybuses, trams and metro operated under ""Moskovskii transport"" franchise by different operators but common fare system.

The cheapest way to use the public transportation system is to purchase a plastic Troika re-loadable debit card. The card costs and can be redeemed for cash at the end of your trip. You can ""top up"" your balance at any metro station. For each trip taken, will be deducted from your card. If you make a change from the metro to a ground transport or other way around within the next 90 minutes of your trip, the next shoulder will cost you only . The Troika card also can also be used via a mobile app. Troika cards can also be used to pay an Aeroexpress tickets, Velobike bike sharing, the entrance to the Moscow Zoo, the Tretyakov Gallery and the Lunarium Museum of the Moscow Planetarium. Alternatively, red paper cards can be purchased at metro stations at a cost of per trip or for 24-hours.

Also there is unlimited tickets for 1, 3, 30, 90 or 365 days which is very useful, if you plan to use public transport a lot.

lang=en|thumbnail|Moscow rail systems map 2023 with planned extensions up to 2026
thumb|The Metro in Moscow

The Metro is open from 05:30-01:00. Station entrances are closed at 01:00, and at this time the last trains depart from all of the termini stations. After 01:00, many locals will enter the train station using the exits, which are still open. Service on the ring line runs until 01:30, although entrances are closed at 01:00. The down escalators are also shut off at 01:00.

There is signage in the Metro stations in English and the Latin alphabet, but these signs are not everywhere. Each train carriage has a map in Latin script and there is one near the entrance to each station. Note the direction of the train before you alight. A map of the metro system in both Cyrillic and Latin letters is available online.

All trains in the system have free WiFi onboard, but you will need to have a Russian phone number to get the authorization code to access the WiFi. Some of the older train cars are not climate controlled.

2 or 3 stations may be connected as transfer points but will each have a different name. There are 2 stations called Smolenskaya and 2 stations called Arbatskaya, but the station pairs are not connected to each other despite having the same name. Some of the stations are very deep underground, and transfer times between certain metro lines can take a lot of time. In the city centre, it can save time to go directly to the above-ground entrance of the line you want to take rather than to enter at a connecting station and transfer underground. On the escalators, stand on the right and walk on the left except for peak hours, when standing on the left side is also allowed.

Some of the train stations include beautiful arch"
Q1029,Mozambique,get_in,"thumb|Steam locomotive ([[H.K. Porter, Inc.|Porter 2-6-2 N° 572) at Inhambane, 2009]]
thumb|right|The national Mozambican airline, [[LAM Mozambique Airlines|LAM Mozambique]]

There are over of roads, but much of the network is unpaved. Like its Commonwealth neighbours, traffic circulates on the left, in spite of not having been colonised by the British. There is an international airport at Maputo, 21 other paved airports, and over 100 airstrips with unpaved runways. There are 3,750&nbsp;km of navigable inland waterways. There are rail links serving principal cities and connecting the country with Malawi, Zimbabwe and South Africa. 

The Mozambican railway system developed over more than a century from three different ports on the coast that served as terminals for separate lines to the hinterland. The railroads were major targets during the Mozambican Civil War, were sabotaged by RENAMO, and are being rehabilitated. A parastatal authority, Portos e Caminhos de Ferro de Moçambique (Mozambique Ports and Railways), oversees the railway system and its connected ports, but management has been largely outsourced. Each line has its own development corridor.

 there were 3,123&nbsp;km of railway track, consisting of 2,983&nbsp;km of gauge, compatible with neighbouring rail systems, and a 140&nbsp;km line of gauge, the Gaza Railway. The central Beira–Bulawayo railway and Sena railway route links the port of Beira to the landlocked countries of Malawi, Zambia and Zimbabwe. To the north of this the port of Nacala is also linked by Nacala rail to Malawi, and to the south the port of Maputo is connected by the Limpopo rail, the Goba rail and the Ressano Garcia rail to Zimbabwe, Eswatini and South Africa. These networks interconnect only via neighbouring countries. A new route for coal haulage between Tete and Beira was planned to come into service by 2010, and in August 2010, Mozambique and Botswana signed a memorandum of understanding to develop a 1,100&nbsp;km railway through Zimbabwe, to carry coal from Serule in Botswana to a deepwater port at Techobanine Point. Newer rolling stock has been supplied by the Indian Golden Rock workshopRailway Gazette International, August 2008, p.483 using Centre Buffer Couplers and air brakes."
Q1156,Mumbai,get_in,"== Transport ==

thumb|The [[Bandra-Worli Sea Link is amongst the longest sea bridges in India]]

Mumbai is one of the four termini of the Golden Quadrilateral highway system. The city is connected to Chennai and Delhi by National Highway 48. The highways NH-61 and NH-66 originate in the outskirts of the city. The Mumbai–Pune Expressway opened in 2000, and was the first expressway in India. The Mumbai–Nagpur Expressway opened in June 2025. The Delhi–Mumbai Expressway, is under construction from 2019, and is planned to be completed by 2027. In 2022, the state government proposed the Konkan Expressway, traversing along the Konkan coast.

Mumbai has approximately of public roads. The Eastern Freeway, which connects South Mumbai with Thane, opened in 2013. The Sion Panvel Expressway from Sion to Panvel and the Western Express Highway from Bandra to Bhayander, are the other major arterial roads in the city. The Bandra-Worli Sea Link bridge, along with Mahim Causeway, links South Mumbai to the city's western suburbs. The long Mumbai Trans Harbour Link was inaugurated on 12 January 2024, and connects Mumbai with Navi Mumbai. There are five tolled entry points to the city by road.

Mumbai's transport system is one of the most congested in the world. , Mumbai had about 721,000 private vehicles. Black-and-yellow meter taxis, and auto rickshaws serve are available for hire. Auto rickshaws are allowed to operate only in suburban areas, while taxis are allowed to operate throughout the city, but work mostly in the City district. Taxis and the lower-cost auto rickshaws are legally required to run on compressed natural gas. , there were 56,459 black and yellow taxis and 106,000 auto rickshaws, . Ride hailing services Ola, Rapido, and Uber operate in the city.

alt=A BEST bus on Route 56|thumb|A public bus run by [[Brihanmumbai Electric Supply and Transport]]

The public bus transport system is operated by Brihanmumbai Electric Supply and Transport (BEST). Buses carried over 5.5 million passengers per day in 2008, and the BEST bus services together with the Mumbai's local rail network accounted for about 88% of the passenger traffic. The bus ridership dropped to 2.8 million in 2015. Buses are favoured for commuting short to medium distances. Public buses cover the entire city, and extend to parts of Mira-Bhayandar, Navi Mumbai, and Thane. , the BEST operated 4,608 buses along 390 routes. The fleet consists of single-decker, double-decker, vestibule, low-floor, and air-conditioned buses, and run on diesel, compressed natural gas, or electric power. The earlier BEST buses were red, and based on London's Routemaster buses. BEST introduced air-conditioned buses in 1998.

Maharashtra State Road Transport Corporation buses provide intercity transport connecting Mumbai with other cities of Maharashtra and nearby states. The Navi Mumbai Municipal Transport and Thane Municipal Transport operate buses in Mumbai, connecting Navi Mumbai and Thane to parts of Mumbai. The Mum"
